タイムスタンプ,ユーザー名,操作種別,テーブル名,影響行数,実行時間(ms),接続元IP,セッションID
2025-08-14 23:17:33,admin_user,SELECT,customer_master,874,2393,192.168.5.33,SID47528
2025-08-14 23:40:58,report_user,SELECT,departments,614,780,192.168.9.172,SID65769
2025-08-15 00:37:52,analyst_user,SELECT,customer_master,586,1747,192.168.7.155,SID50619
2025-08-15 01:51:52,analyst_user,SELECT,orders,229,2001,192.168.7.88,SID69587
2025-08-15 03:23:51,report_user,SELECT,product_master,310,2501,192.168.8.157,SID60189
2025-08-15 04:53:56,app_user,SELECT,customer_master,455,1329,192.168.3.12,SID56235
2025-08-15 08:40:16,admin_user,SELECT,inventory,485,49,192.168.3.76,SID21734
2025-08-15 08:51:36,admin_user,DELETE,inventory,8,1385,192.168.3.31,SID47035
2025-08-15 10:09:48,analyst_user,SELECT,departments,322,2587,192.168.5.33,SID87888
2025-08-15 10:23:55,analyst_user,SELECT,order_details,568,3489,192.168.2.53,SID54429
2025-08-15 10:40:58,analyst_user,SELECT,departments,86,3667,192.168.10.40,SID50111
2025-08-15 11:39:04,app_user,SELECT,inventory,939,1371,192.168.6.96,SID69409
2025-08-15 11:58:36,batch_user,SELECT,customer_master,166,422,192.168.3.128,SID20108
2025-08-15 13:34:27,batch_user,SELECT,departments,837,3796,192.168.9.213,SID50995
2025-08-15 15:18:35,report_user,SELECT,product_master,969,4663,192.168.8.85,SID35736
2025-08-15 16:48:42,admin_user,SELECT,accounts,54,1416,192.168.10.6,SID98325
2025-08-15 17:05:48,admin_user,SELECT,departments,53,1908,192.168.4.143,SID36885
2025-08-15 18:42:05,app_user,UPDATE,departments,22,2943,192.168.9.112,SID10341
2025-08-15 19:52:09,app_user,INSERT,departments,59,4226,192.168.9.232,SID47836
2025-08-15 20:00:28,report_user,DELETE,order_details,4,570,192.168.3.104,SID19759
2025-08-15 20:30:33,report_user,UPDATE,accounts,48,2536,192.168.10.51,SID73700
2025-08-15 20:40:32,app_user,SELECT,employees,743,1025,192.168.3.225,SID23631
2025-08-15 22:26:04,batch_user,INSERT,product_master,25,4873,192.168.3.89,SID19527
2025-08-16 00:58:08,admin_user,UPDATE,order_details,16,2132,192.168.2.127,SID15466
2025-08-16 01:12:42,app_user,SELECT,departments,424,2542,192.168.3.117,SID96490
2025-08-16 01:14:56,app_user,UPDATE,accounts,31,2211,192.168.7.146,SID41289
2025-08-16 01:48:11,admin_user,SELECT,payments,685,848,192.168.10.250,SID13774
2025-08-16 02:24:22,admin_user,INSERT,customer_master,41,3567,192.168.6.93,SID74987
2025-08-16 04:30:44,app_user,SELECT,order_details,914,2736,192.168.2.215,SID34914
2025-08-16 08:01:41,batch_user,INSERT,product_master,8,4990,192.168.2.245,SID47390
2025-08-16 10:02:02,report_user,UPDATE,departments,36,3044,192.168.4.192,SID67866
2025-08-16 10:34:50,report_user,SELECT,payments,95,3456,192.168.8.253,SID68471
2025-08-16 11:29:34,report_user,UPDATE,product_master,23,571,192.168.1.193,SID29643
2025-08-16 12:24:54,admin_user,INSERT,inventory,2,4286,192.168.8.192,SID36123
2025-08-16 13:23:17,analyst_user,SELECT,departments,284,2471,192.168.2.164,SID95060
2025-08-16 14:37:13,analyst_user,SELECT,departments,100,152,192.168.6.73,SID47382
2025-08-16 19:22:40,batch_user,UPDATE,accounts,27,128,192.168.3.65,SID96815
2025-08-16 19:29:26,batch_user,SELECT,departments,81,3539,192.168.3.53,SID56464
2025-08-16 20:07:31,analyst_user,UPDATE,employees,15,1710,192.168.7.51,SID74638
2025-08-16 20:26:10,analyst_user,SELECT,product_master,267,2188,192.168.1.178,SID37644
2025-08-16 20:28:25,admin_user,DELETE,order_details,5,1372,192.168.3.113,SID36213
2025-08-16 20:32:15,report_user,INSERT,employees,7,4296,192.168.10.94,SID22775
2025-08-17 01:09:33,admin_user,SELECT,product_master,841,697,192.168.8.164,SID71258
2025-08-17 01:29:31,admin_user,UPDATE,employees,48,3046,192.168.9.27,SID47545
2025-08-17 01:58:13,report_user,SELECT,sales_transactions,960,4113,192.168.7.56,SID13772
2025-08-17 01:59:07,report_user,SELECT,employees,39,780,192.168.2.64,SID27985
2025-08-17 02:03:37,batch_user,SELECT,product_master,879,3915,192.168.10.125,SID40697
2025-08-17 02:13:29,report_user,SELECT,product_master,617,379,192.168.5.2,SID42247
2025-08-17 02:33:06,report_user,SELECT,payments,380,1723,192.168.3.250,SID61439
2025-08-17 05:00:15,analyst_user,DELETE,sales_transactions,9,4431,192.168.6.121,SID93170
2025-08-17 05:37:04,report_user,UPDATE,accounts,14,3106,192.168.2.157,SID91155
2025-08-17 06:18:23,analyst_user,SELECT,departments,838,171,192.168.9.29,SID85922
2025-08-17 08:59:38,admin_user,DELETE,employees,8,1929,192.168.10.56,SID30835
2025-08-17 09:40:17,analyst_user,INSERT,employees,45,89,192.168.3.89,SID90390
2025-08-17 12:10:34,analyst_user,INSERT,order_details,37,2816,192.168.10.82,SID15224
2025-08-17 12:32:49,analyst_user,SELECT,inventory,635,4072,192.168.1.164,SID40090
2025-08-17 14:18:07,report_user,UPDATE,customer_master,31,2322,192.168.6.233,SID15058
2025-08-17 15:57:52,batch_user,SELECT,order_details,693,3008,192.168.7.217,SID41776
2025-08-17 16:51:05,analyst_user,SELECT,customer_master,841,3693,192.168.4.71,SID53674
2025-08-17 20:20:09,admin_user,UPDATE,payments,2,1929,192.168.1.9,SID10113
2025-08-17 20:23:47,batch_user,INSERT,orders,69,2749,192.168.5.30,SID95951
2025-08-17 21:21:08,report_user,SELECT,accounts,814,814,192.168.8.229,SID49145
2025-08-17 21:47:03,batch_user,SELECT,inventory,454,192,192.168.7.92,SID33270
2025-08-17 21:51:12,app_user,SELECT,employees,988,2065,192.168.2.125,SID44808
2025-08-18 00:44:17,admin_user,SELECT,sales_transactions,477,4077,192.168.10.97,SID67904
2025-08-18 01:00:26,admin_user,SELECT,employees,38,2262,192.168.7.19,SID20413
2025-08-18 03:43:24,app_user,INSERT,orders,14,1919,192.168.4.4,SID19015
2025-08-18 08:01:17,admin_user,SELECT,order_details,958,4858,192.168.10.138,SID97860
2025-08-18 08:27:59,app_user,SELECT,employees,598,377,192.168.4.127,SID98283
2025-08-18 09:11:42,batch_user,SELECT,inventory,917,339,192.168.3.169,SID65433
2025-08-18 09:13:10,batch_user,SELECT,accounts,578,4640,192.168.1.75,SID98253
2025-08-18 09:29:09,batch_user,SELECT,accounts,427,3687,192.168.4.44,SID24208
2025-08-18 09:38:48,analyst_user,SELECT,order_details,722,839,192.168.1.47,SID19874
2025-08-18 10:15:28,report_user,SELECT,accounts,905,3735,192.168.10.134,SID82628
2025-08-18 10:53:42,app_user,SELECT,employees,814,3932,192.168.3.75,SID83110
2025-08-18 12:15:25,batch_user,SELECT,departments,326,1422,192.168.7.152,SID77346
2025-08-18 12:44:23,batch_user,SELECT,payments,996,3633,192.168.4.195,SID46475
2025-08-18 13:03:26,analyst_user,SELECT,departments,198,611,192.168.8.50,SID57779
2025-08-18 14:41:59,app_user,SELECT,inventory,547,1879,192.168.4.188,SID14763
2025-08-18 17:57:26,admin_user,SELECT,inventory,925,3049,192.168.4.103,SID51526
2025-08-18 19:04:45,admin_user,SELECT,order_details,490,734,192.168.1.67,SID19366
2025-08-18 20:00:16,analyst_user,SELECT,product_master,208,2462,192.168.2.164,SID46585
2025-08-18 22:42:56,analyst_user,INSERT,order_details,65,316,192.168.7.65,SID53940
2025-08-18 23:33:19,app_user,UPDATE,customer_master,44,363,192.168.5.133,SID49554
2025-08-19 02:15:15,batch_user,UPDATE,product_master,32,3242,192.168.8.101,SID58717
2025-08-19 03:31:14,admin_user,SELECT,departments,279,1644,192.168.7.66,SID37984
2025-08-19 05:07:36,app_user,UPDATE,order_details,42,706,192.168.8.68,SID31373
2025-08-19 06:54:53,analyst_user,SELECT,payments,627,1253,192.168.10.40,SID70530
2025-08-19 07:41:32,app_user,SELECT,employees,965,1732,192.168.7.216,SID22516
2025-08-19 08:24:48,analyst_user,SELECT,employees,593,3589,192.168.8.166,SID32278
2025-08-19 10:51:08,analyst_user,INSERT,sales_transactions,45,3785,192.168.1.13,SID22322
2025-08-19 11:19:29,batch_user,SELECT,product_master,455,1003,192.168.9.100,SID65199
2025-08-19 12:43:42,analyst_user,SELECT,payments,928,1906,192.168.3.95,SID21048
2025-08-19 13:40:29,report_user,SELECT,order_details,968,1351,192.168.2.117,SID81527
2025-08-19 14:32:39,analyst_user,UPDATE,inventory,27,4223,192.168.9.212,SID35494
2025-08-19 14:52:25,analyst_user,SELECT,order_details,670,2680,192.168.10.233,SID90844
2025-08-19 16:06:36,analyst_user,UPDATE,customer_master,24,4526,192.168.2.217,SID83738
2025-08-19 18:00:44,batch_user,SELECT,payments,502,3335,192.168.7.220,SID47532
2025-08-19 18:04:15,analyst_user,UPDATE,order_details,32,1014,192.168.9.87,SID38889
2025-08-19 18:32:06,analyst_user,SELECT,departments,584,1553,192.168.9.212,SID90751
2025-08-19 20:19:54,report_user,SELECT,order_details,341,2022,192.168.6.177,SID78431
2025-08-19 20:26:09,admin_user,INSERT,employees,6,561,192.168.1.79,SID29816
2025-08-19 20:40:48,report_user,SELECT,customer_master,242,2235,192.168.4.250,SID55004
2025-08-19 21:03:56,app_user,SELECT,order_details,917,4830,192.168.2.198,SID54925
2025-08-19 23:03:59,report_user,SELECT,employees,457,322,192.168.4.24,SID23844
2025-08-19 23:39:34,admin_user,INSERT,payments,87,579,192.168.4.20,SID26632
2025-08-20 00:24:32,report_user,SELECT,product_master,802,4811,192.168.5.125,SID57429
2025-08-20 00:29:47,analyst_user,SELECT,departments,116,3533,192.168.5.34,SID96512
2025-08-20 03:31:29,analyst_user,INSERT,employees,54,2174,192.168.9.69,SID59507
2025-08-20 06:17:21,report_user,UPDATE,accounts,50,3794,192.168.1.17,SID55318
2025-08-20 07:51:54,admin_user,INSERT,payments,57,3689,192.168.1.242,SID77095
2025-08-20 08:09:03,report_user,SELECT,employees,167,2527,192.168.10.137,SID59218
2025-08-20 09:51:42,analyst_user,SELECT,customer_master,424,3349,192.168.8.68,SID26820
2025-08-20 09:51:47,app_user,SELECT,customer_master,608,3074,192.168.10.10,SID60983
2025-08-20 10:05:39,report_user,SELECT,orders,638,1218,192.168.4.18,SID89695
2025-08-20 12:33:19,report_user,SELECT,payments,28,3999,192.168.10.163,SID93546
2025-08-20 12:49:02,app_user,DELETE,inventory,10,3282,192.168.1.81,SID19419
2025-08-20 17:55:09,analyst_user,INSERT,payments,3,1770,192.168.4.10,SID81014
2025-08-20 17:58:01,admin_user,SELECT,customer_master,52,2805,192.168.4.133,SID16702
2025-08-20 18:53:25,analyst_user,SELECT,accounts,392,2176,192.168.4.172,SID79204
2025-08-20 19:21:29,admin_user,SELECT,payments,337,1753,192.168.2.157,SID45351
2025-08-20 20:03:41,admin_user,SELECT,accounts,695,515,192.168.7.11,SID35859
2025-08-20 21:35:01,batch_user,INSERT,product_master,37,267,192.168.6.18,SID76027
2025-08-20 22:11:43,batch_user,UPDATE,payments,18,4428,192.168.4.38,SID32676
2025-08-20 22:44:47,report_user,UPDATE,customer_master,13,2857,192.168.9.48,SID76203
2025-08-21 00:19:51,analyst_user,SELECT,departments,662,4259,192.168.4.214,SID23919
2025-08-21 06:22:42,report_user,SELECT,inventory,387,4701,192.168.9.144,SID61136
2025-08-21 06:28:05,analyst_user,SELECT,sales_transactions,930,4386,192.168.1.232,SID89580
2025-08-21 07:00:01,admin_user,SELECT,accounts,861,3288,192.168.6.126,SID28545
2025-08-21 08:36:57,report_user,SELECT,accounts,253,3264,192.168.5.226,SID30889
2025-08-21 14:29:56,batch_user,SELECT,payments,102,819,192.168.9.147,SID25115
2025-08-21 15:43:15,admin_user,INSERT,product_master,18,2866,192.168.9.41,SID73111
2025-08-21 17:54:37,report_user,SELECT,payments,375,4283,192.168.2.241,SID70781
2025-08-21 19:38:26,admin_user,SELECT,sales_transactions,506,4520,192.168.4.176,SID96877
2025-08-21 21:39:28,batch_user,SELECT,product_master,145,1531,192.168.7.115,SID25822
2025-08-21 23:27:59,report_user,SELECT,employees,673,7,192.168.9.113,SID50166
2025-08-22 03:08:25,admin_user,SELECT,customer_master,533,3403,192.168.2.170,SID27820
2025-08-22 04:22:24,report_user,SELECT,payments,884,821,192.168.2.62,SID67174
2025-08-22 05:00:22,report_user,SELECT,accounts,634,4973,192.168.8.17,SID67913
2025-08-22 05:08:39,app_user,INSERT,order_details,16,2365,192.168.3.197,SID17410
2025-08-22 05:26:15,app_user,SELECT,inventory,95,3943,192.168.5.21,SID69173
2025-08-22 07:20:58,app_user,SELECT,order_details,14,3294,192.168.1.167,SID79936
2025-08-22 08:25:47,app_user,UPDATE,payments,23,509,192.168.3.101,SID49165
2025-08-22 09:11:24,app_user,SELECT,customer_master,465,3849,192.168.1.228,SID85779
2025-08-22 10:21:22,batch_user,SELECT,payments,431,1045,192.168.3.239,SID93439
2025-08-22 13:54:49,analyst_user,SELECT,order_details,564,1738,192.168.1.9,SID79359
2025-08-22 17:17:16,batch_user,INSERT,orders,91,229,192.168.4.31,SID71233
2025-08-22 19:06:38,admin_user,INSERT,order_details,25,2298,192.168.2.69,SID75101
2025-08-22 19:40:41,analyst_user,SELECT,sales_transactions,960,847,192.168.6.81,SID76492
2025-08-22 19:58:52,app_user,SELECT,accounts,25,865,192.168.7.223,SID52389
2025-08-22 20:24:43,batch_user,SELECT,payments,602,605,192.168.4.68,SID84714
2025-08-22 22:37:23,app_user,SELECT,customer_master,791,4906,192.168.6.238,SID40717
2025-08-23 02:08:54,admin_user,SELECT,orders,774,2884,192.168.1.15,SID72578
2025-08-23 04:17:20,report_user,UPDATE,product_master,22,4219,192.168.9.239,SID57855
2025-08-23 05:14:38,app_user,INSERT,product_master,71,4219,192.168.4.225,SID95855
2025-08-23 06:27:56,report_user,SELECT,customer_master,13,4818,192.168.9.223,SID29577
2025-08-23 07:58:04,analyst_user,SELECT,orders,556,1774,192.168.1.46,SID57279
2025-08-23 08:07:24,admin_user,UPDATE,sales_transactions,18,103,192.168.10.244,SID72172
2025-08-23 09:12:36,app_user,UPDATE,orders,48,2746,192.168.10.206,SID88102
2025-08-23 09:27:40,analyst_user,INSERT,product_master,64,2571,192.168.8.53,SID59805
2025-08-23 10:18:30,admin_user,SELECT,departments,87,4980,192.168.2.152,SID25422
2025-08-23 11:30:38,report_user,SELECT,payments,643,488,192.168.7.26,SID63363
2025-08-23 12:01:48,batch_user,SELECT,sales_transactions,558,1808,192.168.7.115,SID42190
2025-08-23 12:42:22,report_user,INSERT,accounts,2,1359,192.168.3.149,SID23348
2025-08-23 12:45:16,app_user,SELECT,accounts,110,1455,192.168.6.205,SID33613
2025-08-23 13:56:52,batch_user,SELECT,sales_transactions,42,4470,192.168.5.149,SID89449
2025-08-23 13:58:09,app_user,SELECT,orders,207,3029,192.168.7.71,SID24048
2025-08-23 14:12:30,admin_user,INSERT,sales_transactions,74,4964,192.168.9.163,SID88296
2025-08-23 15:28:45,batch_user,SELECT,employees,31,1839,192.168.7.239,SID45354
2025-08-23 16:45:17,report_user,INSERT,orders,58,137,192.168.3.219,SID71989
2025-08-23 18:07:16,analyst_user,SELECT,departments,358,3638,192.168.3.203,SID46119
2025-08-23 18:37:26,batch_user,SELECT,sales_transactions,955,290,192.168.10.222,SID50771
2025-08-23 19:56:06,analyst_user,SELECT,product_master,638,533,192.168.3.223,SID92264
2025-08-23 20:36:55,batch_user,SELECT,employees,897,1852,192.168.8.9,SID81247
2025-08-24 00:48:34,app_user,INSERT,employees,7,2513,192.168.1.139,SID21955
2025-08-24 02:40:54,batch_user,SELECT,employees,841,4300,192.168.7.223,SID32906
2025-08-24 02:49:25,app_user,SELECT,departments,784,1818,192.168.10.161,SID51357
2025-08-24 03:49:07,report_user,SELECT,order_details,140,956,192.168.5.100,SID12873
2025-08-24 03:56:17,analyst_user,SELECT,product_master,924,3368,192.168.8.91,SID24220
2025-08-24 05:54:00,app_user,SELECT,product_master,971,4853,192.168.5.187,SID68683
2025-08-24 06:03:45,app_user,INSERT,departments,39,940,192.168.1.70,SID70143
2025-08-24 06:09:02,analyst_user,INSERT,customer_master,7,4720,192.168.5.168,SID73487
2025-08-24 07:21:59,app_user,DELETE,departments,8,3536,192.168.3.106,SID90541
2025-08-24 07:23:46,report_user,SELECT,sales_transactions,779,1729,192.168.8.56,SID64437
2025-08-24 07:44:29,batch_user,SELECT,accounts,619,3862,192.168.1.178,SID94716
2025-08-24 07:55:51,batch_user,SELECT,sales_transactions,825,4283,192.168.1.215,SID64967
2025-08-24 08:14:56,admin_user,SELECT,accounts,970,4586,192.168.3.227,SID69279
2025-08-24 11:16:10,app_user,SELECT,departments,215,3251,192.168.1.233,SID94729
2025-08-24 11:31:05,analyst_user,INSERT,sales_transactions,29,1566,192.168.10.246,SID40196
2025-08-24 12:38:38,analyst_user,SELECT,sales_transactions,570,4631,192.168.9.228,SID12574
2025-08-24 13:17:25,batch_user,DELETE,order_details,3,991,192.168.3.71,SID66062
2025-08-24 16:16:15,report_user,SELECT,payments,775,1033,192.168.8.104,SID39617
2025-08-24 16:37:15,batch_user,SELECT,employees,320,4072,192.168.1.221,SID16555
2025-08-24 18:22:14,admin_user,SELECT,sales_transactions,732,4258,192.168.3.237,SID58556
2025-08-25 01:41:12,report_user,INSERT,departments,60,4282,192.168.6.178,SID75930
2025-08-25 02:21:41,admin_user,SELECT,product_master,81,3749,192.168.10.220,SID61836
2025-08-25 02:44:11,analyst_user,SELECT,departments,259,1620,192.168.8.17,SID70226
2025-08-25 03:26:32,analyst_user,UPDATE,employees,4,809,192.168.6.44,SID17768
2025-08-25 06:09:21,report_user,SELECT,inventory,194,2671,192.168.4.12,SID88877
2025-08-25 06:26:51,batch_user,SELECT,accounts,604,1928,192.168.6.245,SID58367
2025-08-25 09:28:39,batch_user,SELECT,payments,758,455,192.168.4.75,SID25482
2025-08-25 10:15:17,analyst_user,SELECT,orders,223,3768,192.168.8.135,SID84563
2025-08-25 11:12:29,admin_user,SELECT,sales_transactions,839,798,192.168.6.110,SID58946
2025-08-25 14:47:13,analyst_user,INSERT,product_master,97,4432,192.168.5.72,SID18282
2025-08-25 15:14:47,app_user,SELECT,payments,315,420,192.168.2.141,SID90795
2025-08-25 18:27:49,report_user,SELECT,customer_master,776,4191,192.168.7.148,SID40209
2025-08-25 23:32:17,admin_user,SELECT,order_details,434,4561,192.168.5.72,SID27440
2025-08-26 00:36:39,report_user,SELECT,payments,32,4398,192.168.2.41,SID53481
2025-08-26 03:07:36,app_user,SELECT,accounts,407,3324,192.168.5.252,SID27405
2025-08-26 04:44:00,analyst_user,SELECT,product_master,499,444,192.168.4.119,SID28907
2025-08-26 05:02:32,report_user,DELETE,product_master,3,2053,192.168.6.94,SID77898
2025-08-26 05:53:49,analyst_user,SELECT,orders,903,3349,192.168.5.112,SID72260
2025-08-26 06:18:09,analyst_user,INSERT,employees,78,2760,192.168.2.44,SID33122
2025-08-26 06:20:55,admin_user,INSERT,payments,96,2793,192.168.1.247,SID93466
2025-08-26 07:03:42,admin_user,DELETE,order_details,6,4662,192.168.8.161,SID99777
2025-08-26 08:08:52,analyst_user,SELECT,order_details,122,4130,192.168.3.160,SID12621
2025-08-26 08:25:32,batch_user,SELECT,payments,719,2945,192.168.4.188,SID45421
2025-08-26 08:41:54,analyst_user,SELECT,sales_transactions,885,4430,192.168.5.104,SID23558
2025-08-26 08:45:37,analyst_user,SELECT,payments,675,1882,192.168.3.19,SID21652
2025-08-26 09:02:06,app_user,SELECT,payments,337,1748,192.168.9.217,SID23949
2025-08-26 09:39:20,app_user,INSERT,employees,64,4666,192.168.5.116,SID98277
2025-08-26 09:45:09,app_user,SELECT,order_details,172,1411,192.168.6.228,SID46311
2025-08-26 10:10:30,analyst_user,SELECT,departments,702,3040,192.168.10.9,SID38204
2025-08-26 10:40:43,admin_user,SELECT,inventory,102,468,192.168.10.133,SID58471
2025-08-26 11:03:39,batch_user,SELECT,sales_transactions,681,4380,192.168.7.249,SID37269
2025-08-26 11:04:23,admin_user,SELECT,payments,908,458,192.168.3.253,SID31749
2025-08-26 12:32:36,app_user,SELECT,order_details,366,963,192.168.4.96,SID28825
2025-08-26 13:15:44,admin_user,DELETE,customer_master,6,630,192.168.6.3,SID29015
2025-08-26 13:47:57,batch_user,SELECT,order_details,549,3057,192.168.10.220,SID90773
2025-08-26 15:02:37,admin_user,SELECT,inventory,655,3542,192.168.5.237,SID26579
2025-08-26 15:21:05,app_user,INSERT,departments,11,3015,192.168.9.69,SID24610
2025-08-26 15:41:17,report_user,INSERT,product_master,38,3852,192.168.6.213,SID19971
2025-08-26 15:56:17,admin_user,SELECT,payments,483,2342,192.168.2.148,SID63532
2025-08-26 16:24:17,report_user,SELECT,customer_master,902,4134,192.168.7.186,SID29312
2025-08-26 17:15:06,batch_user,SELECT,product_master,732,2381,192.168.1.88,SID48516
2025-08-26 18:34:02,report_user,SELECT,order_details,954,4886,192.168.5.21,SID35905
2025-08-26 18:51:49,batch_user,UPDATE,customer_master,46,42,192.168.8.40,SID38509
2025-08-26 19:45:05,batch_user,UPDATE,product_master,21,1319,192.168.3.115,SID96008
2025-08-26 19:56:21,report_user,SELECT,sales_transactions,598,1214,192.168.6.188,SID98061
2025-08-26 20:16:14,app_user,INSERT,order_details,26,1900,192.168.2.40,SID78230
2025-08-26 20:19:39,analyst_user,DELETE,order_details,7,4257,192.168.4.78,SID75316
2025-08-26 21:51:18,batch_user,INSERT,employees,71,4141,192.168.6.236,SID85889
2025-08-26 23:14:22,app_user,SELECT,departments,70,2694,192.168.9.117,SID65616
2025-08-26 23:23:39,admin_user,SELECT,sales_transactions,27,3271,192.168.6.111,SID86997
2025-08-26 23:50:35,report_user,INSERT,departments,95,2874,192.168.3.31,SID44085
2025-08-26 23:54:27,analyst_user,SELECT,inventory,355,3521,192.168.8.121,SID40363
2025-08-27 00:11:00,app_user,SELECT,product_master,806,2920,192.168.4.214,SID79166
2025-08-27 05:51:29,report_user,SELECT,product_master,357,3048,192.168.3.50,SID25519
2025-08-27 06:02:51,batch_user,SELECT,orders,231,2894,192.168.3.152,SID67878
2025-08-27 06:13:47,analyst_user,SELECT,employees,835,789,192.168.2.107,SID55341
2025-08-27 07:00:51,batch_user,SELECT,sales_transactions,189,4407,192.168.8.14,SID63935
2025-08-27 07:10:45,admin_user,SELECT,product_master,894,620,192.168.9.125,SID69927
2025-08-27 07:14:17,app_user,SELECT,accounts,543,4068,192.168.4.126,SID64826
2025-08-27 09:32:53,admin_user,UPDATE,departments,23,4624,192.168.7.206,SID46496
2025-08-27 09:33:08,analyst_user,SELECT,accounts,146,2950,192.168.2.242,SID24350
2025-08-27 10:39:25,report_user,INSERT,product_master,15,55,192.168.5.89,SID93695
2025-08-27 10:42:46,app_user,SELECT,customer_master,545,221,192.168.3.248,SID80439
2025-08-27 11:56:43,batch_user,SELECT,orders,530,2051,192.168.5.233,SID77503
2025-08-27 13:20:54,report_user,INSERT,employees,11,4710,192.168.4.92,SID64143
2025-08-27 13:45:27,app_user,SELECT,orders,316,4710,192.168.2.92,SID44653
2025-08-27 15:00:49,report_user,SELECT,customer_master,472,1655,192.168.2.101,SID15392
2025-08-27 17:54:39,analyst_user,SELECT,order_details,855,2470,192.168.2.60,SID68300
2025-08-27 19:52:46,batch_user,DELETE,order_details,9,4834,192.168.10.63,SID90421
2025-08-27 21:35:55,report_user,SELECT,accounts,134,3677,192.168.7.81,SID40850
2025-08-27 22:14:36,admin_user,SELECT,sales_transactions,968,4264,192.168.1.7,SID65252
2025-08-27 22:43:55,batch_user,DELETE,payments,2,4111,192.168.2.85,SID37032
2025-08-28 00:18:50,admin_user,SELECT,sales_transactions,460,12,192.168.1.254,SID25164
2025-08-28 00:32:26,analyst_user,SELECT,accounts,450,1524,192.168.10.252,SID13560
2025-08-28 01:26:44,analyst_user,INSERT,product_master,59,136,192.168.8.57,SID52585
2025-08-28 01:27:59,batch_user,SELECT,payments,701,2606,192.168.3.239,SID40451
2025-08-28 01:41:45,admin_user,SELECT,orders,647,1863,192.168.1.95,SID56516
2025-08-28 01:46:39,analyst_user,SELECT,orders,29,3437,192.168.3.160,SID20911
2025-08-28 02:12:43,app_user,SELECT,inventory,553,626,192.168.1.251,SID61661
2025-08-28 02:34:06,batch_user,SELECT,customer_master,953,1587,192.168.8.174,SID35756
2025-08-28 02:42:01,batch_user,SELECT,accounts,553,4535,192.168.10.181,SID34851
2025-08-28 03:15:43,admin_user,SELECT,orders,325,2483,192.168.1.18,SID27709
2025-08-28 03:32:10,batch_user,SELECT,product_master,68,2553,192.168.6.63,SID60416
2025-08-28 03:42:27,analyst_user,SELECT,sales_transactions,877,720,192.168.1.157,SID98904
2025-08-28 04:33:01,report_user,INSERT,product_master,61,3208,192.168.9.119,SID82065
2025-08-28 05:21:23,analyst_user,SELECT,product_master,120,4263,192.168.2.127,SID66064
2025-08-28 05:24:27,report_user,SELECT,customer_master,573,431,192.168.4.5,SID42815
2025-08-28 07:25:48,admin_user,UPDATE,departments,29,758,192.168.4.184,SID47182
2025-08-28 07:36:03,report_user,SELECT,departments,391,1469,192.168.6.252,SID71844
2025-08-28 08:13:37,analyst_user,INSERT,customer_master,85,1723,192.168.10.131,SID91517
2025-08-28 08:28:28,report_user,INSERT,accounts,2,1904,192.168.4.135,SID64763
2025-08-28 08:36:14,batch_user,SELECT,order_details,479,3307,192.168.9.140,SID94486
2025-08-28 16:12:55,app_user,SELECT,product_master,937,2793,192.168.3.11,SID16538
2025-08-28 16:20:00,app_user,SELECT,product_master,57,61,192.168.1.140,SID30829
2025-08-28 17:46:35,analyst_user,SELECT,departments,506,203,192.168.9.250,SID72930
2025-08-28 18:52:22,admin_user,INSERT,sales_transactions,73,976,192.168.7.72,SID76139
2025-08-28 19:52:43,report_user,SELECT,order_details,179,4393,192.168.9.220,SID34124
2025-08-28 20:44:37,app_user,SELECT,payments,217,1926,192.168.10.121,SID94424
2025-08-28 21:02:34,analyst_user,SELECT,sales_transactions,591,3990,192.168.2.65,SID92887
2025-08-28 21:53:03,app_user,SELECT,order_details,158,1518,192.168.9.247,SID19793
2025-08-28 23:25:55,batch_user,SELECT,orders,129,169,192.168.4.24,SID96520
2025-08-29 02:10:14,app_user,SELECT,order_details,373,2985,192.168.10.250,SID58516
2025-08-29 02:40:32,admin_user,DELETE,payments,3,1112,192.168.10.21,SID15546
2025-08-29 02:44:04,analyst_user,INSERT,product_master,66,3909,192.168.2.196,SID62107
2025-08-29 05:26:57,batch_user,INSERT,payments,54,261,192.168.5.63,SID75697
2025-08-29 05:27:06,app_user,SELECT,orders,939,2648,192.168.1.13,SID87462
2025-08-29 07:03:30,admin_user,SELECT,product_master,227,3558,192.168.9.33,SID27004
2025-08-29 08:12:49,analyst_user,SELECT,inventory,22,1691,192.168.8.43,SID65891
2025-08-29 08:17:57,report_user,SELECT,departments,362,4040,192.168.6.140,SID40015
2025-08-29 08:45:30,batch_user,SELECT,payments,490,1550,192.168.9.63,SID70392
2025-08-29 13:21:14,analyst_user,SELECT,accounts,236,1181,192.168.8.150,SID61193
2025-08-29 21:37:21,analyst_user,SELECT,order_details,960,53,192.168.5.9,SID54206
2025-08-29 22:08:06,admin_user,SELECT,customer_master,3,1067,192.168.1.8,SID86391
2025-08-29 22:47:13,app_user,SELECT,inventory,174,3900,192.168.2.81,SID22543
2025-08-30 02:13:33,analyst_user,SELECT,departments,418,4366,192.168.7.188,SID18755
2025-08-30 03:05:46,batch_user,SELECT,inventory,491,3609,192.168.10.76,SID78426
2025-08-30 04:21:40,app_user,SELECT,product_master,939,290,192.168.6.253,SID16422
2025-08-30 05:04:47,admin_user,SELECT,employees,122,1959,192.168.5.44,SID19010
