タイムスタンプ,ユーザー名,操作種別,テーブル名,影響行数,実行時間(ms),接続元IP,セッションID
2025-09-14 07:19:45,admin_user,SELECT,employees,866,1721,192.168.4.114,SID45563
2025-09-14 08:59:16,app_user,SELECT,product_master,361,2884,192.168.7.225,SID72204
2025-09-14 09:08:57,analyst_user,SELECT,payments,668,2485,192.168.7.222,SID99268
2025-09-14 09:22:11,admin_user,SELECT,accounts,269,4882,192.168.7.12,SID60130
2025-09-14 10:53:11,admin_user,INSERT,product_master,23,4472,192.168.4.12,SID22963
2025-09-14 11:17:54,report_user,SELECT,payments,179,4933,192.168.8.65,SID88211
2025-09-14 11:33:33,analyst_user,SELECT,customer_master,674,4195,192.168.3.49,SID82182
2025-09-14 12:45:14,batch_user,UPDATE,departments,8,1551,192.168.9.165,SID38913
2025-09-14 14:32:22,batch_user,SELECT,orders,647,936,192.168.6.54,SID93960
2025-09-14 15:23:40,analyst_user,SELECT,order_details,582,2600,192.168.1.57,SID50283
2025-09-14 15:32:25,admin_user,SELECT,accounts,492,2524,192.168.6.218,SID36266
2025-09-14 17:16:49,app_user,SELECT,departments,943,4502,192.168.7.101,SID52022
2025-09-14 18:35:19,analyst_user,UPDATE,inventory,12,1453,192.168.6.252,SID76531
2025-09-14 20:47:13,analyst_user,SELECT,employees,326,815,192.168.5.253,SID32252
2025-09-14 20:55:10,report_user,SELECT,orders,334,1751,192.168.7.172,SID27308
2025-09-14 20:59:15,admin_user,SELECT,customer_master,929,1012,192.168.4.38,SID81448
2025-09-14 23:14:44,batch_user,SELECT,accounts,599,4958,192.168.4.124,SID52890
2025-09-15 00:24:48,admin_user,UPDATE,inventory,26,957,192.168.4.52,SID86895
2025-09-15 00:42:37,analyst_user,INSERT,orders,36,4598,192.168.5.143,SID58809
2025-09-15 04:07:15,batch_user,DELETE,customer_master,3,617,192.168.1.209,SID84407
2025-09-15 06:44:58,app_user,SELECT,sales_transactions,875,1860,192.168.2.218,SID79287
2025-09-15 07:38:13,report_user,INSERT,sales_transactions,9,1806,192.168.5.8,SID35786
2025-09-15 09:30:41,analyst_user,SELECT,sales_transactions,435,3729,192.168.6.165,SID64840
2025-09-15 09:48:03,report_user,SELECT,customer_master,659,3384,192.168.9.90,SID95176
2025-09-15 12:07:04,admin_user,DELETE,orders,3,3780,192.168.2.142,SID52273
2025-09-15 12:19:30,report_user,DELETE,product_master,1,4519,192.168.7.219,SID35476
2025-09-15 12:23:29,batch_user,SELECT,departments,871,4893,192.168.10.94,SID57737
2025-09-15 14:18:27,admin_user,SELECT,inventory,786,2924,192.168.6.199,SID60066
2025-09-15 17:06:54,batch_user,SELECT,inventory,232,11,192.168.1.170,SID36208
2025-09-15 17:07:40,analyst_user,SELECT,payments,662,4491,192.168.3.239,SID39345
2025-09-15 21:18:15,admin_user,SELECT,order_details,382,1317,192.168.5.86,SID91232
2025-09-15 21:21:12,report_user,SELECT,inventory,476,1149,192.168.9.99,SID74697
2025-09-15 22:31:21,admin_user,INSERT,orders,25,4275,192.168.9.26,SID98399
2025-09-15 23:21:49,report_user,INSERT,orders,71,4979,192.168.2.248,SID44591
2025-09-15 23:35:47,report_user,INSERT,inventory,39,236,192.168.1.22,SID37724
2025-09-15 23:52:36,app_user,INSERT,departments,47,1250,192.168.4.176,SID52456
2025-09-16 04:15:10,report_user,SELECT,orders,56,3055,192.168.4.218,SID45235
2025-09-16 05:17:15,analyst_user,INSERT,payments,37,319,192.168.1.43,SID46219
2025-09-16 06:21:05,admin_user,INSERT,inventory,40,2221,192.168.1.16,SID83664
2025-09-16 07:33:38,app_user,SELECT,order_details,613,2816,192.168.7.149,SID65652
2025-09-16 08:32:52,admin_user,SELECT,departments,364,332,192.168.5.131,SID68381
2025-09-16 10:31:44,analyst_user,SELECT,employees,856,2657,192.168.2.7,SID79507
2025-09-16 13:39:00,admin_user,SELECT,accounts,168,3232,192.168.8.198,SID94447
2025-09-16 13:39:06,app_user,SELECT,orders,133,31,192.168.1.44,SID61296
2025-09-16 14:27:24,admin_user,SELECT,customer_master,647,3922,192.168.8.171,SID79781
2025-09-16 14:29:10,batch_user,DELETE,order_details,4,2863,192.168.2.158,SID31439
2025-09-16 15:29:45,app_user,SELECT,order_details,326,3803,192.168.10.198,SID31952
2025-09-16 15:52:14,report_user,INSERT,order_details,95,3489,192.168.2.233,SID73024
2025-09-16 16:45:18,admin_user,SELECT,payments,767,2131,192.168.2.214,SID47480
2025-09-16 19:19:23,app_user,SELECT,order_details,750,2341,192.168.2.73,SID20748
2025-09-16 20:03:14,batch_user,SELECT,departments,530,2067,192.168.1.21,SID71108
2025-09-16 20:09:32,batch_user,INSERT,accounts,31,547,192.168.2.178,SID94911
2025-09-16 20:12:59,analyst_user,UPDATE,sales_transactions,36,2331,192.168.7.173,SID39685
2025-09-16 21:31:40,admin_user,INSERT,orders,10,1454,192.168.3.69,SID27523
2025-09-17 00:38:24,analyst_user,SELECT,product_master,726,2337,192.168.2.88,SID47545
2025-09-17 00:38:30,batch_user,SELECT,departments,652,1442,192.168.8.100,SID28382
2025-09-17 02:12:35,analyst_user,SELECT,order_details,850,2096,192.168.9.86,SID80200
2025-09-17 02:48:48,admin_user,SELECT,departments,847,1104,192.168.6.19,SID61692
2025-09-17 03:05:20,app_user,UPDATE,sales_transactions,17,4797,192.168.3.96,SID48822
2025-09-17 06:29:39,batch_user,SELECT,employees,76,3185,192.168.9.101,SID31572
2025-09-17 06:36:01,app_user,INSERT,accounts,59,2722,192.168.7.146,SID48208
2025-09-17 08:43:19,report_user,SELECT,product_master,505,3338,192.168.1.217,SID13382
2025-09-17 09:22:59,admin_user,INSERT,order_details,95,4591,192.168.3.104,SID62098
2025-09-17 10:05:29,admin_user,SELECT,accounts,700,3866,192.168.2.10,SID19143
2025-09-17 11:12:42,admin_user,SELECT,payments,341,1882,192.168.5.194,SID51842
2025-09-17 11:29:41,analyst_user,SELECT,inventory,772,2108,192.168.4.240,SID81863
2025-09-17 12:58:27,admin_user,SELECT,employees,886,45,192.168.8.249,SID45888
2025-09-17 13:22:59,app_user,SELECT,sales_transactions,241,4372,192.168.6.247,SID77283
2025-09-17 14:34:06,report_user,SELECT,customer_master,145,1077,192.168.3.141,SID95203
2025-09-17 14:49:14,app_user,UPDATE,product_master,10,3523,192.168.8.166,SID87928
2025-09-17 14:53:32,analyst_user,SELECT,payments,497,3092,192.168.8.114,SID95616
2025-09-17 15:49:48,app_user,SELECT,sales_transactions,26,3589,192.168.7.181,SID55756
2025-09-17 15:57:41,report_user,SELECT,accounts,670,3057,192.168.3.229,SID36672
2025-09-17 17:17:39,analyst_user,SELECT,product_master,789,2173,192.168.5.3,SID79952
2025-09-17 17:51:16,admin_user,SELECT,orders,650,4770,192.168.3.100,SID52559
2025-09-17 18:16:43,batch_user,SELECT,inventory,414,1185,192.168.6.106,SID48832
2025-09-17 19:12:13,admin_user,SELECT,inventory,936,38,192.168.3.113,SID33824
2025-09-17 20:19:52,batch_user,INSERT,order_details,8,4542,192.168.9.30,SID20179
2025-09-17 21:26:11,analyst_user,UPDATE,payments,48,540,192.168.2.36,SID78784
2025-09-17 22:09:46,batch_user,SELECT,accounts,524,582,192.168.6.14,SID45269
2025-09-17 22:31:44,admin_user,SELECT,accounts,545,2904,192.168.7.72,SID52315
2025-09-17 23:38:14,batch_user,SELECT,departments,333,4778,192.168.5.71,SID56503
2025-09-17 23:46:06,app_user,SELECT,payments,696,1327,192.168.3.209,SID56496
2025-09-18 00:59:18,app_user,UPDATE,customer_master,2,3118,192.168.4.30,SID16007
2025-09-18 01:31:48,app_user,SELECT,sales_transactions,869,3444,192.168.5.41,SID55347
2025-09-18 01:35:15,app_user,SELECT,payments,241,2590,192.168.10.26,SID92174
2025-09-18 02:29:50,admin_user,SELECT,orders,817,3624,192.168.4.36,SID62981
2025-09-18 03:17:25,analyst_user,SELECT,payments,39,3248,192.168.3.192,SID94506
2025-09-18 05:07:20,app_user,INSERT,product_master,52,1834,192.168.6.250,SID31799
2025-09-18 05:26:21,app_user,UPDATE,departments,25,3960,192.168.1.121,SID37496
2025-09-18 05:26:55,analyst_user,SELECT,customer_master,597,132,192.168.4.35,SID18676
2025-09-18 06:18:08,app_user,SELECT,product_master,733,1402,192.168.4.12,SID58615
2025-09-18 08:03:18,app_user,SELECT,customer_master,630,2811,192.168.9.61,SID29338
2025-09-18 08:04:54,batch_user,SELECT,inventory,337,459,192.168.5.233,SID11089
2025-09-18 09:05:00,app_user,DELETE,departments,5,4580,192.168.8.2,SID10371
2025-09-18 10:49:11,batch_user,SELECT,inventory,151,3334,192.168.6.17,SID53204
2025-09-18 13:31:59,report_user,SELECT,employees,110,4226,192.168.7.42,SID49548
2025-09-18 13:47:40,batch_user,SELECT,inventory,510,73,192.168.5.230,SID43769
2025-09-18 17:12:38,report_user,SELECT,customer_master,445,4620,192.168.2.107,SID28596
2025-09-18 17:12:50,admin_user,INSERT,product_master,8,2582,192.168.2.190,SID40951
2025-09-18 18:17:34,analyst_user,SELECT,payments,715,4452,192.168.4.246,SID57168
2025-09-18 18:55:10,report_user,SELECT,order_details,440,4466,192.168.9.131,SID52108
2025-09-18 19:13:43,app_user,SELECT,employees,356,4155,192.168.6.66,SID82976
2025-09-18 19:20:45,batch_user,SELECT,employees,448,4927,192.168.6.228,SID44405
2025-09-18 19:28:41,batch_user,INSERT,payments,9,4190,192.168.5.84,SID88791
2025-09-18 19:31:55,analyst_user,INSERT,orders,17,186,192.168.3.20,SID12179
2025-09-18 20:07:02,batch_user,SELECT,employees,804,233,192.168.4.12,SID23167
2025-09-18 20:14:22,analyst_user,UPDATE,orders,41,4523,192.168.1.233,SID77188
2025-09-18 22:15:57,analyst_user,UPDATE,customer_master,2,4684,192.168.1.94,SID73227
2025-09-19 01:50:10,report_user,SELECT,employees,509,476,192.168.2.237,SID33444
2025-09-19 03:51:34,report_user,INSERT,payments,92,4784,192.168.3.248,SID35001
2025-09-19 05:15:07,app_user,SELECT,order_details,719,1021,192.168.5.213,SID76408
2025-09-19 05:54:51,batch_user,INSERT,order_details,66,3423,192.168.9.59,SID74508
2025-09-19 07:18:55,batch_user,SELECT,sales_transactions,80,4338,192.168.8.40,SID82340
2025-09-19 07:21:01,admin_user,SELECT,inventory,758,4563,192.168.3.86,SID80505
2025-09-19 07:48:37,analyst_user,INSERT,payments,61,3759,192.168.10.70,SID54753
2025-09-19 08:21:06,report_user,SELECT,customer_master,71,2705,192.168.5.252,SID55930
2025-09-19 09:12:48,report_user,SELECT,orders,779,4756,192.168.6.81,SID56354
2025-09-19 09:19:56,admin_user,SELECT,customer_master,621,4710,192.168.1.151,SID37512
2025-09-19 12:01:43,batch_user,SELECT,employees,599,837,192.168.3.121,SID27777
2025-09-19 14:04:54,admin_user,SELECT,inventory,348,4411,192.168.5.103,SID41138
2025-09-19 14:15:30,report_user,SELECT,orders,702,3260,192.168.8.208,SID90166
2025-09-19 14:31:05,report_user,SELECT,departments,523,268,192.168.4.189,SID86174
2025-09-19 15:30:15,batch_user,SELECT,accounts,264,3507,192.168.5.207,SID94524
2025-09-19 16:28:10,admin_user,SELECT,employees,645,2148,192.168.4.94,SID32901
2025-09-19 18:17:48,app_user,SELECT,accounts,195,4532,192.168.9.54,SID97620
2025-09-19 18:26:12,app_user,INSERT,accounts,79,3074,192.168.6.159,SID67529
2025-09-19 19:46:30,report_user,SELECT,product_master,582,1338,192.168.2.179,SID20963
2025-09-19 20:28:18,batch_user,INSERT,product_master,43,4830,192.168.3.48,SID63346
2025-09-19 22:33:27,app_user,SELECT,sales_transactions,383,4628,192.168.4.240,SID22767
2025-09-19 23:56:55,batch_user,SELECT,product_master,260,1687,192.168.6.226,SID65032
2025-09-20 00:46:14,admin_user,UPDATE,accounts,15,3190,192.168.8.72,SID45619
2025-09-20 01:00:09,batch_user,SELECT,inventory,378,2600,192.168.7.112,SID94027
2025-09-20 01:52:28,report_user,SELECT,product_master,77,547,192.168.10.156,SID49664
2025-09-20 02:41:07,analyst_user,DELETE,customer_master,1,4624,192.168.1.73,SID67295
2025-09-20 03:48:08,report_user,SELECT,employees,166,4063,192.168.9.212,SID28493
2025-09-20 04:55:09,batch_user,SELECT,product_master,181,2634,192.168.4.175,SID28340
2025-09-20 04:56:39,batch_user,DELETE,orders,7,2423,192.168.6.222,SID96478
2025-09-20 05:58:16,report_user,SELECT,sales_transactions,375,2843,192.168.2.142,SID71250
2025-09-20 06:28:06,app_user,SELECT,accounts,383,3402,192.168.8.93,SID99730
2025-09-20 07:03:35,admin_user,SELECT,order_details,149,3343,192.168.10.47,SID44031
2025-09-20 09:23:44,app_user,SELECT,order_details,278,3142,192.168.10.30,SID46815
2025-09-20 10:40:26,report_user,SELECT,orders,777,3693,192.168.5.153,SID95171
2025-09-20 12:25:06,admin_user,INSERT,order_details,49,792,192.168.7.192,SID45833
2025-09-20 12:32:19,analyst_user,UPDATE,sales_transactions,48,2687,192.168.7.214,SID75676
2025-09-20 13:04:04,app_user,SELECT,departments,239,3699,192.168.2.250,SID61670
2025-09-20 13:43:38,admin_user,SELECT,orders,694,4117,192.168.6.121,SID79459
2025-09-20 15:33:01,analyst_user,UPDATE,product_master,39,2209,192.168.6.23,SID11429
2025-09-20 16:41:19,report_user,INSERT,product_master,72,13,192.168.1.217,SID30838
2025-09-20 17:23:35,analyst_user,SELECT,inventory,91,1325,192.168.6.223,SID94954
2025-09-20 17:41:48,batch_user,SELECT,employees,456,542,192.168.6.64,SID70671
2025-09-20 18:21:54,app_user,INSERT,orders,73,2857,192.168.3.161,SID23689
2025-09-20 18:27:14,admin_user,INSERT,payments,88,4440,192.168.10.192,SID98186
2025-09-20 20:12:03,batch_user,INSERT,accounts,36,1452,192.168.8.91,SID29202
2025-09-20 20:41:58,admin_user,INSERT,inventory,23,1997,192.168.4.77,SID14626
2025-09-20 21:23:30,report_user,SELECT,employees,892,3453,192.168.4.165,SID14523
2025-09-20 22:48:18,admin_user,SELECT,employees,658,4465,192.168.10.133,SID36502
2025-09-20 23:15:11,app_user,SELECT,sales_transactions,337,3931,192.168.8.44,SID70278
2025-09-21 02:09:02,report_user,SELECT,accounts,544,3430,192.168.4.14,SID99022
2025-09-21 04:45:28,app_user,SELECT,accounts,129,3852,192.168.7.111,SID96507
2025-09-21 05:27:22,admin_user,SELECT,payments,717,2103,192.168.4.63,SID23758
2025-09-21 06:54:39,app_user,SELECT,sales_transactions,870,4845,192.168.3.211,SID12069
2025-09-21 07:41:29,report_user,SELECT,sales_transactions,85,3947,192.168.10.95,SID86894
2025-09-21 10:13:28,analyst_user,SELECT,product_master,874,2827,192.168.6.242,SID58750
2025-09-21 16:19:04,admin_user,SELECT,sales_transactions,955,4012,192.168.3.134,SID74928
2025-09-21 16:22:51,app_user,UPDATE,inventory,14,4446,192.168.9.47,SID14531
2025-09-21 16:49:44,admin_user,SELECT,departments,671,2872,192.168.7.125,SID45344
2025-09-21 19:26:40,app_user,UPDATE,sales_transactions,35,4025,192.168.4.64,SID25217
2025-09-21 19:43:56,admin_user,INSERT,payments,11,1132,192.168.1.171,SID12473
2025-09-21 22:21:42,analyst_user,INSERT,employees,73,2273,192.168.3.138,SID85261
2025-09-21 22:58:59,app_user,SELECT,departments,303,3953,192.168.3.103,SID11827
2025-09-22 01:05:44,batch_user,UPDATE,order_details,4,1338,192.168.1.111,SID25803
2025-09-22 03:11:48,admin_user,SELECT,payments,326,4290,192.168.6.234,SID77208
2025-09-22 03:26:50,report_user,SELECT,employees,377,4884,192.168.3.145,SID35410
2025-09-22 03:27:43,analyst_user,SELECT,departments,168,304,192.168.7.115,SID62027
2025-09-22 05:20:26,analyst_user,INSERT,employees,43,3260,192.168.6.7,SID64154
2025-09-22 05:45:34,admin_user,UPDATE,employees,16,1827,192.168.8.113,SID58869
2025-09-22 07:09:56,analyst_user,SELECT,payments,677,3108,192.168.6.12,SID54792
2025-09-22 08:23:18,admin_user,INSERT,departments,96,4983,192.168.2.192,SID97245
2025-09-22 11:51:06,app_user,UPDATE,departments,40,4190,192.168.5.145,SID34718
2025-09-22 12:09:13,batch_user,SELECT,customer_master,745,4076,192.168.9.2,SID46997
2025-09-22 16:39:12,analyst_user,SELECT,product_master,743,81,192.168.10.147,SID34453
2025-09-22 18:56:13,analyst_user,DELETE,accounts,8,3292,192.168.2.198,SID27857
2025-09-22 19:53:00,app_user,SELECT,inventory,381,1485,192.168.8.41,SID33122
2025-09-22 20:30:34,report_user,DELETE,employees,3,2854,192.168.10.95,SID34525
2025-09-22 22:31:06,admin_user,INSERT,customer_master,30,446,192.168.4.235,SID72879
2025-09-22 23:18:27,admin_user,UPDATE,product_master,50,3274,192.168.2.38,SID16775
2025-09-23 00:27:22,admin_user,SELECT,employees,181,804,192.168.2.83,SID77764
2025-09-23 02:34:25,batch_user,SELECT,orders,235,4983,192.168.6.214,SID69816
2025-09-23 03:36:22,report_user,UPDATE,sales_transactions,20,2525,192.168.5.137,SID72468
2025-09-23 03:37:38,app_user,SELECT,departments,510,3421,192.168.6.74,SID24916
2025-09-23 06:12:06,admin_user,INSERT,product_master,6,370,192.168.4.20,SID81173
2025-09-23 07:18:06,admin_user,SELECT,employees,451,2924,192.168.6.170,SID74627
2025-09-23 07:36:11,admin_user,INSERT,order_details,41,4699,192.168.10.83,SID83014
2025-09-23 09:19:07,analyst_user,INSERT,employees,59,4929,192.168.4.247,SID84665
2025-09-23 10:22:22,batch_user,SELECT,departments,642,586,192.168.6.56,SID80329
2025-09-23 10:33:38,admin_user,SELECT,customer_master,268,374,192.168.8.43,SID37477
2025-09-23 10:36:35,report_user,SELECT,orders,424,3264,192.168.2.5,SID28513
2025-09-23 11:23:58,admin_user,INSERT,departments,70,437,192.168.5.233,SID85926
2025-09-23 11:44:56,app_user,SELECT,accounts,924,985,192.168.3.198,SID15740
2025-09-23 12:51:06,admin_user,SELECT,customer_master,496,2487,192.168.2.134,SID54568
2025-09-23 14:09:24,report_user,SELECT,product_master,496,2399,192.168.3.74,SID27527
2025-09-23 14:22:17,report_user,SELECT,inventory,539,4039,192.168.4.148,SID88065
2025-09-23 15:38:26,app_user,SELECT,customer_master,912,3950,192.168.4.173,SID13892
2025-09-23 18:40:25,analyst_user,SELECT,payments,173,3742,192.168.8.133,SID53691
2025-09-23 19:06:16,admin_user,SELECT,inventory,909,2098,192.168.5.124,SID62826
2025-09-23 19:51:29,admin_user,INSERT,accounts,100,4291,192.168.4.12,SID26463
2025-09-23 20:50:07,batch_user,SELECT,inventory,429,683,192.168.6.246,SID75156
2025-09-23 22:56:52,report_user,SELECT,departments,287,4316,192.168.10.92,SID83579
2025-09-23 23:25:40,app_user,SELECT,payments,489,4269,192.168.5.246,SID51811
2025-09-24 00:30:42,report_user,SELECT,departments,241,3494,192.168.3.246,SID93948
2025-09-24 00:44:56,batch_user,INSERT,sales_transactions,98,4511,192.168.10.214,SID17252
2025-09-24 00:48:01,admin_user,INSERT,payments,49,2852,192.168.4.218,SID91713
2025-09-24 01:01:09,analyst_user,SELECT,accounts,289,2312,192.168.8.143,SID23281
2025-09-24 01:57:29,report_user,SELECT,employees,2,2057,192.168.7.231,SID75494
2025-09-24 02:14:26,analyst_user,SELECT,employees,201,234,192.168.3.17,SID72535
2025-09-24 02:19:50,app_user,SELECT,order_details,863,4096,192.168.6.99,SID95572
2025-09-24 03:13:40,app_user,INSERT,orders,19,1027,192.168.2.242,SID35772
2025-09-24 03:31:37,admin_user,SELECT,order_details,340,1047,192.168.10.187,SID50911
2025-09-24 03:59:37,analyst_user,SELECT,employees,505,3521,192.168.1.45,SID23907
2025-09-24 04:12:59,admin_user,SELECT,employees,994,4276,192.168.10.152,SID26210
2025-09-24 04:26:42,analyst_user,SELECT,departments,106,2580,192.168.6.212,SID79031
2025-09-24 05:24:29,report_user,INSERT,customer_master,56,2251,192.168.1.118,SID39041
2025-09-24 05:25:47,batch_user,SELECT,sales_transactions,569,2664,192.168.2.195,SID39298
2025-09-24 05:37:08,batch_user,SELECT,order_details,768,4353,192.168.9.63,SID37156
2025-09-24 05:40:54,app_user,SELECT,product_master,163,3984,192.168.6.241,SID30668
2025-09-24 05:48:52,report_user,SELECT,departments,309,2870,192.168.4.89,SID23390
2025-09-24 07:08:29,analyst_user,SELECT,inventory,830,3306,192.168.9.100,SID67327
2025-09-24 07:42:54,batch_user,SELECT,payments,866,3102,192.168.8.237,SID95186
2025-09-24 09:37:02,admin_user,INSERT,orders,11,2398,192.168.6.74,SID95053
2025-09-24 09:40:26,batch_user,INSERT,inventory,27,3402,192.168.6.159,SID62422
2025-09-24 10:33:34,app_user,SELECT,orders,995,3880,192.168.2.169,SID64622
2025-09-24 11:24:41,admin_user,SELECT,orders,388,2390,192.168.3.31,SID78608
2025-09-24 11:24:44,batch_user,INSERT,inventory,57,893,192.168.5.223,SID47548
2025-09-24 12:04:07,admin_user,INSERT,orders,80,2356,192.168.9.81,SID63198
2025-09-24 12:23:12,report_user,SELECT,customer_master,224,2961,192.168.7.95,SID84315
2025-09-24 13:04:34,analyst_user,INSERT,accounts,61,608,192.168.5.51,SID91436
2025-09-24 14:03:40,report_user,INSERT,departments,100,808,192.168.3.204,SID84222
2025-09-24 15:33:13,report_user,DELETE,customer_master,8,1919,192.168.8.71,SID54686
2025-09-24 17:32:51,report_user,UPDATE,departments,17,2349,192.168.6.40,SID53565
2025-09-24 18:13:18,app_user,SELECT,orders,581,2322,192.168.4.105,SID71749
2025-09-24 18:25:26,analyst_user,INSERT,accounts,58,1509,192.168.1.159,SID41972
2025-09-24 19:35:27,report_user,INSERT,sales_transactions,17,2060,192.168.6.3,SID43861
2025-09-24 19:56:41,analyst_user,INSERT,inventory,38,4034,192.168.6.164,SID29807
2025-09-24 20:09:36,report_user,SELECT,inventory,788,4338,192.168.7.223,SID32539
2025-09-24 22:13:50,analyst_user,DELETE,employees,4,1108,192.168.1.220,SID70199
2025-09-24 22:54:41,analyst_user,SELECT,sales_transactions,999,2476,192.168.2.62,SID18382
2025-09-24 23:11:40,batch_user,SELECT,accounts,634,4861,192.168.9.95,SID75565
2025-09-24 23:13:53,analyst_user,SELECT,employees,115,4679,192.168.5.77,SID60328
2025-09-24 23:16:22,admin_user,SELECT,sales_transactions,800,3691,192.168.5.161,SID67904
2025-09-24 23:49:45,analyst_user,SELECT,product_master,493,2588,192.168.3.34,SID33069
2025-09-25 00:23:22,batch_user,DELETE,sales_transactions,6,114,192.168.5.10,SID67039
2025-09-25 03:39:01,report_user,SELECT,employees,766,2774,192.168.9.102,SID87695
2025-09-25 04:25:39,report_user,INSERT,payments,22,2685,192.168.10.83,SID77430
2025-09-25 05:34:24,report_user,SELECT,product_master,262,1570,192.168.2.196,SID47313
2025-09-25 07:07:02,analyst_user,SELECT,sales_transactions,684,81,192.168.6.176,SID27366
2025-09-25 07:21:17,batch_user,SELECT,employees,431,3220,192.168.3.34,SID19018
2025-09-25 07:59:15,analyst_user,SELECT,employees,101,1113,192.168.7.107,SID30411
2025-09-25 08:13:48,admin_user,SELECT,sales_transactions,923,2933,192.168.10.121,SID34338
2025-09-25 10:29:57,app_user,INSERT,order_details,11,3842,192.168.2.140,SID23403
2025-09-25 12:25:00,batch_user,SELECT,orders,996,1547,192.168.3.219,SID42503
2025-09-25 12:43:23,admin_user,UPDATE,product_master,2,3414,192.168.2.12,SID36315
2025-09-25 15:08:12,analyst_user,SELECT,employees,494,3033,192.168.7.105,SID75859
2025-09-25 16:40:44,batch_user,INSERT,employees,33,2256,192.168.4.126,SID67263
2025-09-25 17:24:13,admin_user,UPDATE,sales_transactions,32,801,192.168.1.101,SID32638
2025-09-25 20:24:34,admin_user,UPDATE,customer_master,40,2221,192.168.2.10,SID21744
2025-09-25 20:40:04,analyst_user,SELECT,product_master,575,1328,192.168.9.102,SID26299
2025-09-25 20:51:43,admin_user,SELECT,sales_transactions,730,4894,192.168.2.124,SID48710
2025-09-25 22:13:33,batch_user,UPDATE,orders,22,763,192.168.10.205,SID85929
2025-09-25 22:53:50,app_user,SELECT,employees,470,4887,192.168.9.28,SID14773
2025-09-25 23:34:16,report_user,SELECT,orders,523,4253,192.168.8.89,SID19051
2025-09-26 00:29:41,app_user,SELECT,orders,672,897,192.168.3.249,SID83521
2025-09-26 00:41:56,admin_user,SELECT,accounts,941,4355,192.168.7.52,SID42063
2025-09-26 01:04:57,analyst_user,SELECT,customer_master,838,3836,192.168.5.26,SID91088
2025-09-26 01:45:29,batch_user,SELECT,product_master,102,775,192.168.8.246,SID92303
2025-09-26 02:39:06,batch_user,SELECT,payments,310,4009,192.168.2.152,SID20967
2025-09-26 03:15:40,app_user,UPDATE,accounts,39,2959,192.168.4.215,SID60620
2025-09-26 03:34:42,app_user,SELECT,accounts,49,1075,192.168.3.54,SID78159
2025-09-26 04:46:39,admin_user,SELECT,orders,872,4736,192.168.10.135,SID53678
2025-09-26 04:55:53,admin_user,SELECT,departments,262,1044,192.168.4.174,SID78808
2025-09-26 06:03:46,batch_user,UPDATE,customer_master,9,2385,192.168.8.55,SID37006
2025-09-26 07:24:33,analyst_user,INSERT,order_details,12,3193,192.168.2.145,SID13657
2025-09-26 08:26:15,analyst_user,DELETE,departments,8,2732,192.168.3.48,SID91042
2025-09-26 08:46:14,analyst_user,SELECT,order_details,962,171,192.168.9.232,SID41842
2025-09-26 08:46:17,batch_user,SELECT,product_master,605,756,192.168.9.253,SID68687
2025-09-26 10:22:39,batch_user,SELECT,order_details,827,2479,192.168.8.185,SID89536
2025-09-26 13:17:42,app_user,INSERT,product_master,53,3428,192.168.5.26,SID49544
2025-09-26 13:23:44,app_user,SELECT,order_details,933,2340,192.168.3.76,SID95739
2025-09-26 15:59:52,report_user,SELECT,product_master,591,2005,192.168.9.91,SID27903
2025-09-26 17:07:42,batch_user,SELECT,customer_master,307,3441,192.168.5.5,SID50644
2025-09-26 17:43:12,admin_user,SELECT,customer_master,729,2116,192.168.9.78,SID55460
2025-09-26 17:45:56,admin_user,INSERT,product_master,93,3032,192.168.9.176,SID34598
2025-09-26 18:50:15,app_user,SELECT,order_details,262,3205,192.168.2.86,SID52322
2025-09-26 20:37:56,analyst_user,INSERT,sales_transactions,16,2468,192.168.1.248,SID45254
2025-09-26 21:10:27,batch_user,INSERT,employees,85,3813,192.168.1.207,SID25554
2025-09-26 22:52:36,app_user,INSERT,inventory,39,1712,192.168.3.81,SID36099
2025-09-27 00:48:50,admin_user,INSERT,departments,36,368,192.168.8.42,SID76738
2025-09-27 01:17:14,analyst_user,SELECT,customer_master,538,3829,192.168.6.86,SID63881
2025-09-27 03:16:30,admin_user,UPDATE,payments,16,2900,192.168.3.28,SID31239
2025-09-27 03:26:16,analyst_user,SELECT,customer_master,762,1734,192.168.8.104,SID92547
2025-09-27 04:06:28,analyst_user,INSERT,employees,14,1550,192.168.6.237,SID76513
2025-09-27 04:43:55,app_user,SELECT,order_details,70,2364,192.168.9.38,SID59843
2025-09-27 04:49:14,report_user,SELECT,payments,541,2796,192.168.8.68,SID29457
2025-09-27 05:41:57,report_user,SELECT,payments,273,4795,192.168.5.152,SID96510
2025-09-27 06:23:44,report_user,SELECT,orders,214,3217,192.168.6.86,SID11232
2025-09-27 06:27:08,analyst_user,SELECT,inventory,247,2203,192.168.3.208,SID14663
2025-09-27 08:27:08,report_user,SELECT,accounts,450,1847,192.168.9.138,SID86354
2025-09-27 09:28:19,report_user,SELECT,employees,476,3021,192.168.6.38,SID42885
2025-09-27 10:05:09,batch_user,SELECT,departments,808,2465,192.168.9.9,SID69042
2025-09-27 11:19:35,app_user,SELECT,orders,736,2953,192.168.2.73,SID41979
2025-09-27 11:30:46,report_user,DELETE,orders,1,3192,192.168.9.67,SID11453
2025-09-27 13:27:20,batch_user,SELECT,inventory,839,790,192.168.8.3,SID93797
