実行日,開始時刻,終了時刻,ジョブID,ジョブ名,所要時間(分),処理件数,ステータス,エラーメッセージ
2025-08-09,13:03:57,13:06:57,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,101,Success,
2025-08-09,14:38:25,14:43:25,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,0,Failed,Timeout error
2025-08-09,15:00:12,15:03:12,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,447,Success,
2025-08-09,16:23:37,16:26:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,468,Success,
2025-08-09,17:49:45,17:51:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,293,Success,
2025-08-09,18:34:25,18:37:25,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,284,Success,
2025-08-09,19:27:25,19:31:25,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,144,Success,
2025-08-09,20:40:07,20:42:07,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,483,Success,
2025-08-09,21:10:22,21:14:22,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,141,Success,
2025-08-09,22:30:01,22:33:01,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,203,Success,
2025-08-09,23:29:55,23:33:55,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,447,Success,
2025-08-10,00:28:58,00:55:58,DAILY_SALES_SUMMARY,日次売上集計,27,37343,Success,
2025-08-10,01:04:55,01:39:55,DAILY_INVENTORY_UPDATE,日次在庫更新,35,16991,Success,
2025-08-10,02:02:28,02:18:28,DAILY_CUSTOMER_SYNC,日次顧客情報同期,16,23693,Success,
2025-08-10,03:03:25,03:57:25,DAILY_REPORT_GEN,日次レポート生成,54,5200,Success,
2025-08-10,00:33:02,00:35:02,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,223,Success,
2025-08-10,01:21:58,01:23:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,234,Success,
2025-08-10,02:28:17,02:31:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,195,Success,
2025-08-10,03:00:15,03:02:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,358,Success,
2025-08-10,04:58:53,05:02:53,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,364,Success,
2025-08-10,05:26:50,05:30:50,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,374,Success,
2025-08-10,06:42:10,06:45:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,315,Success,
2025-08-10,07:45:22,07:47:22,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,325,Success,
2025-08-10,08:46:10,08:48:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,481,Success,
2025-08-10,09:47:47,09:52:47,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,473,Success,
2025-08-10,10:52:26,10:56:26,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,474,Success,
2025-08-10,11:49:25,11:51:25,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,455,Success,
2025-08-10,12:23:40,12:26:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,234,Success,
2025-08-10,13:39:51,13:42:51,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,361,Success,
2025-08-10,14:47:50,14:51:50,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,472,Success,
2025-08-10,15:36:38,15:41:38,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,242,Success,
2025-08-10,16:49:17,16:54:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,363,Success,
2025-08-10,17:33:58,17:37:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,262,Success,
2025-08-10,18:43:29,18:46:29,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,346,Success,
2025-08-10,19:22:35,19:25:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,405,Success,
2025-08-10,20:44:21,20:49:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,294,Success,
2025-08-10,21:07:16,21:11:16,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,269,Success,
2025-08-10,22:52:46,22:57:46,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,141,Success,
2025-08-10,23:34:26,23:36:26,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,155,Success,
2025-08-11,00:33:39,00:55:39,DAILY_SALES_SUMMARY,日次売上集計,22,12723,Success,
2025-08-11,01:00:31,01:32:31,DAILY_INVENTORY_UPDATE,日次在庫更新,32,22745,Success,
2025-08-11,02:01:00,02:11:00,DAILY_CUSTOMER_SYNC,日次顧客情報同期,10,21171,Success,
2025-08-11,03:00:23,03:46:23,DAILY_REPORT_GEN,日次レポート生成,46,7865,Success,
2025-08-11,04:04:43,05:19:43,WEEKLY_BACKUP_VERIFY,週次バックアップ検証,75,34103,Success,
2025-08-11,00:19:01,00:22:01,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,333,Success,
2025-08-11,01:02:05,01:07:05,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,175,Success,
2025-08-11,02:18:45,02:21:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,148,Success,
2025-08-11,03:50:59,03:52:59,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,361,Success,
2025-08-11,04:54:16,04:59:16,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,159,Success,
2025-08-11,05:28:34,05:30:34,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,232,Success,
2025-08-11,06:50:38,06:54:38,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,262,Success,
2025-08-11,07:43:44,07:48:44,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,388,Success,
2025-08-11,08:30:50,08:33:50,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,395,Success,
2025-08-11,09:33:27,09:35:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,353,Success,
2025-08-11,10:51:04,10:54:04,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,314,Success,
2025-08-11,11:25:55,11:30:55,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,255,Success,
2025-08-11,12:42:25,12:44:25,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,332,Success,
2025-08-11,13:02:42,13:06:42,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,444,Success,
2025-08-11,14:16:57,14:19:57,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,195,Success,
2025-08-11,15:48:19,15:50:19,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,350,Success,
2025-08-11,16:44:51,16:46:51,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,361,Success,
2025-08-11,17:34:16,17:39:16,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,353,Success,
2025-08-11,18:10:55,18:12:55,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,401,Success,
2025-08-11,19:22:19,19:25:19,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,103,Success,
2025-08-11,20:34:45,20:37:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,262,Success,
2025-08-11,21:01:52,21:05:52,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,197,Success,
2025-08-11,22:58:55,23:01:55,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,392,Success,
2025-08-11,23:36:47,23:40:47,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,306,Success,
2025-08-12,00:26:59,00:41:59,DAILY_SALES_SUMMARY,日次売上集計,15,35736,Success,
2025-08-12,01:01:28,01:22:28,DAILY_INVENTORY_UPDATE,日次在庫更新,21,46989,Success,
2025-08-12,02:01:01,02:15:01,DAILY_CUSTOMER_SYNC,日次顧客情報同期,14,16544,Success,
2025-08-12,03:03:22,03:54:22,DAILY_REPORT_GEN,日次レポート生成,51,20832,Success,
2025-08-12,00:38:15,00:42:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,116,Success,
2025-08-12,01:01:08,01:06:08,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,180,Success,
2025-08-12,02:00:06,02:05:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,288,Success,
2025-08-12,03:53:17,03:57:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,396,Success,
2025-08-12,04:16:36,04:21:36,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,214,Success,
2025-08-12,05:20:43,05:25:43,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,364,Success,
2025-08-12,06:28:12,06:30:12,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,424,Success,
2025-08-12,07:06:32,07:09:32,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,314,Success,
2025-08-12,08:57:34,08:59:34,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,375,Success,
2025-08-12,09:31:10,09:34:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,133,Success,
2025-08-12,10:46:02,10:49:02,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,308,Success,
2025-08-12,11:32:49,11:35:49,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,309,Success,
2025-08-12,12:21:32,12:25:32,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,162,Success,
2025-08-12,13:18:39,13:22:39,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,245,Success,
2025-08-12,14:25:43,14:29:43,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,373,Success,
2025-08-12,15:48:21,15:50:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,148,Success,
2025-08-12,16:05:31,16:07:31,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,358,Success,
2025-08-12,17:28:15,17:33:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,236,Success,
2025-08-12,18:48:10,18:50:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,436,Success,
2025-08-12,19:09:21,19:13:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,155,Success,
2025-08-12,20:20:19,20:24:19,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,134,Success,
2025-08-12,21:09:31,21:13:31,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,449,Success,
2025-08-12,22:00:42,22:02:42,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,333,Success,
2025-08-12,23:22:35,23:25:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,246,Success,
2025-08-13,00:34:23,00:49:23,DAILY_SALES_SUMMARY,日次売上集計,15,4379,Success,
2025-08-13,01:00:42,01:22:42,DAILY_INVENTORY_UPDATE,日次在庫更新,22,32165,Success,
2025-08-13,02:00:47,02:24:47,DAILY_CUSTOMER_SYNC,日次顧客情報同期,24,6372,Success,
2025-08-13,03:05:44,03:44:44,DAILY_REPORT_GEN,日次レポート生成,39,13939,Success,
2025-08-13,00:37:18,00:41:18,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,476,Success,
2025-08-13,01:59:59,02:01:59,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,107,Success,
2025-08-13,02:47:03,02:52:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,164,Success,
2025-08-13,03:19:37,03:24:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,235,Success,
2025-08-13,04:41:27,04:46:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,329,Success,
2025-08-13,05:27:39,05:32:39,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,434,Success,
2025-08-13,06:31:46,06:36:46,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,281,Success,
2025-08-13,07:55:56,07:58:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,451,Success,
2025-08-13,08:55:14,09:00:14,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,265,Success,
2025-08-13,09:59:58,10:01:58,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,353,Success,
2025-08-13,10:18:40,10:21:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,450,Success,
2025-08-13,11:28:26,11:30:26,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,194,Success,
2025-08-13,12:13:15,12:17:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,194,Success,
2025-08-13,13:50:21,13:54:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,398,Success,
2025-08-13,14:30:54,14:33:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,285,Success,
2025-08-13,15:18:40,15:23:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,500,Success,
2025-08-13,16:40:06,16:44:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,182,Success,
2025-08-13,17:23:51,17:28:51,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,345,Success,
2025-08-13,18:52:06,18:54:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,399,Success,
2025-08-13,19:42:10,19:44:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,350,Success,
2025-08-13,20:43:05,20:48:05,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,461,Success,
2025-08-13,21:38:18,21:43:18,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,349,Success,
2025-08-13,22:19:49,22:21:49,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,203,Success,
2025-08-13,23:08:45,23:12:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,128,Success,
2025-08-14,00:31:53,00:57:53,DAILY_SALES_SUMMARY,日次売上集計,26,37999,Success,
2025-08-14,01:00:10,01:24:10,DAILY_INVENTORY_UPDATE,日次在庫更新,24,26490,Success,
2025-08-14,02:03:09,02:15:09,DAILY_CUSTOMER_SYNC,日次顧客情報同期,12,31168,Success,
2025-08-14,03:00:35,03:34:35,DAILY_REPORT_GEN,日次レポート生成,34,25711,Success,
2025-08-14,00:46:44,00:48:44,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,419,Success,
2025-08-14,01:52:17,01:57:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,191,Success,
2025-08-14,02:02:00,02:04:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,280,Success,
2025-08-14,03:24:45,03:29:45,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,130,Success,
2025-08-14,04:24:34,04:26:34,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,210,Success,
2025-08-14,05:28:21,05:30:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,196,Success,
2025-08-14,06:12:41,06:14:41,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,486,Success,
2025-08-14,07:09:56,07:11:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,115,Success,
2025-08-14,08:15:28,08:18:28,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,271,Success,
2025-08-14,09:42:37,09:47:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,152,Success,
2025-08-14,10:27:11,10:30:11,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,225,Success,
2025-08-14,11:54:40,11:59:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,343,Success,
2025-08-14,12:30:39,12:34:39,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,205,Success,
2025-08-14,13:33:03,13:37:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,307,Success,
2025-08-14,14:29:53,14:32:53,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,226,Success,
2025-08-14,15:06:07,15:10:07,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,240,Success,
2025-08-14,16:30:55,16:34:55,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,168,Success,
2025-08-14,17:43:26,17:46:26,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,192,Success,
2025-08-14,18:21:15,18:23:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,469,Success,
2025-08-14,19:48:05,19:51:05,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,316,Success,
2025-08-14,20:49:53,20:53:53,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,241,Success,
2025-08-14,21:29:52,21:32:52,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,219,Success,
2025-08-14,22:33:46,22:37:46,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,456,Success,
2025-08-14,23:25:56,23:28:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,122,Success,
2025-08-15,00:32:01,00:56:01,DAILY_SALES_SUMMARY,日次売上集計,24,27763,Success,
2025-08-15,01:00:34,01:35:34,DAILY_INVENTORY_UPDATE,日次在庫更新,35,42332,Success,
2025-08-15,02:00:54,02:23:54,DAILY_CUSTOMER_SYNC,日次顧客情報同期,23,20361,Success,
2025-08-15,03:00:32,03:44:32,DAILY_REPORT_GEN,日次レポート生成,44,42111,Success,
2025-08-15,00:56:55,00:59:55,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,248,Success,
2025-08-15,01:55:56,01:58:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,414,Success,
2025-08-15,02:13:28,02:15:28,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,222,Success,
2025-08-15,03:48:37,03:51:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,453,Success,
2025-08-15,04:20:27,04:23:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,435,Success,
2025-08-15,05:51:02,05:56:02,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,494,Success,
2025-08-15,06:33:10,06:38:10,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,328,Success,
2025-08-15,07:38:24,07:43:24,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,317,Success,
2025-08-15,08:27:53,08:29:53,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,448,Success,
2025-08-15,09:06:24,09:10:24,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,343,Success,
2025-08-15,10:03:39,10:07:39,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,441,Success,
2025-08-15,11:53:54,11:55:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,408,Success,
2025-08-15,12:21:51,12:24:51,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,446,Success,
2025-08-15,13:02:05,13:04:05,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,294,Success,
2025-08-15,14:05:34,14:08:34,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,421,Success,
2025-08-15,15:35:34,15:39:34,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,129,Success,
2025-08-15,16:18:35,16:22:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,244,Success,
2025-08-15,17:37:17,17:41:17,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,194,Success,
2025-08-15,18:48:56,18:53:56,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,133,Success,
2025-08-15,19:41:22,19:46:22,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,155,Success,
2025-08-15,20:50:37,20:54:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,288,Success,
2025-08-15,21:16:37,21:19:37,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,364,Success,
2025-08-15,22:58:36,23:03:36,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,292,Success,
2025-08-15,23:21:25,23:23:25,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,133,Success,
2025-08-16,00:26:00,00:55:00,DAILY_SALES_SUMMARY,日次売上集計,29,15940,Success,
2025-08-16,01:00:21,01:31:21,DAILY_INVENTORY_UPDATE,日次在庫更新,31,18478,Success,
2025-08-16,02:00:11,02:23:11,DAILY_CUSTOMER_SYNC,日次顧客情報同期,23,7761,Success,
2025-08-16,03:03:08,03:51:08,DAILY_REPORT_GEN,日次レポート生成,48,7420,Success,
2025-08-16,00:59:59,01:04:59,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,342,Success,
2025-08-16,01:35:30,01:40:30,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,286,Success,
2025-08-16,02:58:57,03:01:57,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,186,Success,
2025-08-16,03:54:29,03:58:29,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,245,Success,
2025-08-16,04:06:42,04:09:42,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,391,Success,
2025-08-16,05:31:26,05:36:26,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,361,Success,
2025-08-16,06:31:26,06:33:26,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,472,Success,
2025-08-16,07:22:21,07:24:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,286,Success,
2025-08-16,08:46:11,08:49:11,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,202,Success,
2025-08-16,09:13:16,09:15:16,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,131,Success,
2025-08-16,10:52:00,10:54:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,251,Success,
2025-08-16,11:43:11,11:47:11,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,151,Success,
2025-08-16,12:49:23,12:51:23,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,484,Success,
2025-08-16,13:02:34,13:05:34,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,256,Success,
2025-08-16,14:37:01,14:39:01,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,383,Success,
2025-08-16,15:41:21,15:45:21,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,105,Success,
2025-08-16,16:16:06,16:20:06,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,455,Success,
2025-08-16,17:02:47,17:05:47,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,498,Success,
2025-08-16,18:02:29,18:07:29,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,163,Success,
2025-08-16,19:54:30,19:59:30,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,454,Success,
2025-08-16,20:08:49,20:10:49,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,435,Success,
2025-08-16,21:29:44,21:32:44,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,322,Success,
2025-08-16,22:11:54,22:13:54,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,0,Failed,Timeout error
2025-08-16,23:42:26,23:45:26,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,205,Success,
2025-08-17,00:26:55,00:41:55,DAILY_SALES_SUMMARY,日次売上集計,15,22007,Success,
2025-08-17,01:00:53,01:40:53,DAILY_INVENTORY_UPDATE,日次在庫更新,40,21365,Success,
2025-08-17,02:00:57,02:11:57,DAILY_CUSTOMER_SYNC,日次顧客情報同期,11,26001,Success,
2025-08-17,03:02:56,03:57:56,DAILY_REPORT_GEN,日次レポート生成,55,22504,Success,
2025-08-17,00:16:02,00:18:02,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,440,Success,
2025-08-17,01:40:04,01:45:04,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,270,Success,
2025-08-17,02:11:03,02:16:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,454,Success,
2025-08-17,03:39:27,03:44:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,306,Success,
2025-08-17,04:00:35,04:05:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,143,Success,
2025-08-17,05:25:47,05:27:47,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,169,Success,
2025-08-17,06:55:44,07:00:44,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,406,Success,
2025-08-17,07:37:48,07:39:48,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,297,Success,
2025-08-17,08:06:13,08:10:13,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,112,Success,
2025-08-17,09:23:35,09:28:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,290,Success,
2025-08-17,10:15:40,10:20:40,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,285,Success,
2025-08-17,11:50:44,11:52:44,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,108,Success,
2025-08-17,12:21:03,12:23:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,136,Success,
2025-08-17,13:24:07,13:27:07,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,189,Success,
2025-08-17,14:45:53,14:50:53,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,284,Success,
2025-08-17,15:17:27,15:21:27,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,334,Success,
2025-08-17,16:48:23,16:53:23,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,470,Success,
2025-08-17,17:58:15,18:00:15,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,290,Success,
2025-08-17,18:48:28,18:51:28,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,162,Success,
2025-08-17,19:26:03,19:28:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,179,Success,
2025-08-17,20:57:13,21:00:13,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,3,482,Success,
2025-08-17,21:33:55,21:37:55,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,282,Success,
2025-08-17,22:17:00,22:22:00,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,307,Success,
2025-08-17,23:20:35,23:22:35,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,2,434,Success,
2025-08-18,00:33:49,00:48:49,DAILY_SALES_SUMMARY,日次売上集計,15,24739,Success,
2025-08-18,01:00:29,01:26:29,DAILY_INVENTORY_UPDATE,日次在庫更新,26,0,Failed,Database connection failed
2025-08-18,02:00:06,02:14:06,DAILY_CUSTOMER_SYNC,日次顧客情報同期,14,4251,Success,
2025-08-18,03:04:54,03:34:54,DAILY_REPORT_GEN,日次レポート生成,30,45953,Success,
2025-08-18,04:00:13,05:02:13,WEEKLY_BACKUP_VERIFY,週次バックアップ検証,62,34493,Success,
2025-08-18,00:07:03,00:11:03,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,4,403,Success,
2025-08-18,01:02:29,01:07:29,HOURLY_LOG_ARCHIVE,時間ごとログアーカイブ,5,449,Success,
