タイムスタンプ,ユーザー名,操作種別,テーブル名,影響行数,実行時間(ms),接続元IP,セッションID
2025-06-12 23:08:13,app_user,UPDATE,accounts,20,207,192.168.9.153,SID16516
2025-06-12 23:18:28,batch_user,SELECT,employees,69,271,192.168.8.222,SID96394
2025-06-12 23:39:46,batch_user,SELECT,accounts,973,2219,192.168.2.150,SID60224
2025-06-12 23:53:02,analyst_user,SELECT,employees,424,986,192.168.5.135,SID45135
2025-06-13 00:41:52,batch_user,SELECT,departments,939,4222,192.168.1.51,SID30781
2025-06-13 01:59:22,report_user,SELECT,orders,763,3453,192.168.4.1,SID94111
2025-06-13 04:11:39,app_user,SELECT,accounts,382,3998,192.168.10.72,SID88243
2025-06-13 04:55:43,batch_user,DELETE,departments,9,360,192.168.1.198,SID50797
2025-06-13 05:25:01,batch_user,SELECT,departments,858,3374,192.168.2.245,SID80800
2025-06-13 06:20:02,batch_user,DELETE,employees,4,3313,192.168.7.103,SID82213
2025-06-13 06:56:17,admin_user,SELECT,employees,594,1366,192.168.10.118,SID69546
2025-06-13 08:11:43,report_user,SELECT,customer_master,882,2451,192.168.5.146,SID95625
2025-06-13 08:39:32,app_user,SELECT,departments,717,3180,192.168.6.133,SID98453
2025-06-13 09:46:28,app_user,SELECT,order_details,434,4187,192.168.5.200,SID45123
2025-06-13 10:15:10,analyst_user,INSERT,payments,68,170,192.168.7.125,SID71102
2025-06-13 10:22:57,report_user,SELECT,departments,976,3826,192.168.2.243,SID54913
2025-06-13 11:19:29,batch_user,SELECT,departments,717,4963,192.168.10.41,SID49125
2025-06-13 11:51:22,admin_user,UPDATE,sales_transactions,27,2281,192.168.6.110,SID82855
2025-06-13 12:40:34,analyst_user,SELECT,product_master,541,4172,192.168.3.46,SID16288
2025-06-13 13:02:36,batch_user,SELECT,orders,903,706,192.168.6.147,SID14637
2025-06-13 13:30:28,admin_user,SELECT,inventory,958,3729,192.168.5.80,SID59603
2025-06-13 14:12:57,admin_user,INSERT,order_details,45,2965,192.168.8.124,SID99924
2025-06-13 19:06:28,app_user,SELECT,customer_master,768,2071,192.168.9.229,SID98072
2025-06-13 19:13:05,analyst_user,SELECT,departments,349,2381,192.168.2.98,SID89650
2025-06-13 23:27:33,analyst_user,SELECT,departments,800,1990,192.168.3.14,SID73603
2025-06-13 23:56:29,app_user,SELECT,payments,739,3469,192.168.4.31,SID80158
2025-06-14 00:09:00,app_user,SELECT,inventory,395,3174,192.168.7.178,SID59406
2025-06-14 00:40:13,analyst_user,INSERT,payments,64,136,192.168.9.245,SID55031
2025-06-14 01:51:46,batch_user,SELECT,employees,211,4312,192.168.10.157,SID21463
2025-06-14 02:34:50,app_user,INSERT,departments,13,103,192.168.8.124,SID87610
2025-06-14 03:05:09,report_user,SELECT,employees,794,151,192.168.4.231,SID49941
2025-06-14 04:06:38,report_user,SELECT,employees,728,3801,192.168.4.101,SID85748
2025-06-14 05:08:33,report_user,SELECT,departments,108,2403,192.168.10.212,SID26566
2025-06-14 05:32:39,analyst_user,SELECT,customer_master,36,2794,192.168.6.98,SID97777
2025-06-14 06:28:39,report_user,SELECT,payments,756,3262,192.168.6.199,SID66711
2025-06-14 07:17:32,app_user,SELECT,customer_master,360,3028,192.168.6.199,SID59491
2025-06-14 08:49:59,report_user,DELETE,accounts,1,1323,192.168.3.57,SID11378
2025-06-14 10:18:24,batch_user,SELECT,order_details,627,4160,192.168.7.199,SID90717
2025-06-14 13:20:17,app_user,DELETE,employees,5,1204,192.168.4.98,SID40911
2025-06-14 14:44:27,batch_user,SELECT,sales_transactions,776,4305,192.168.4.174,SID68604
2025-06-14 15:13:40,admin_user,SELECT,order_details,898,4987,192.168.2.160,SID56804
2025-06-14 15:14:57,report_user,UPDATE,payments,48,4928,192.168.4.78,SID62276
2025-06-14 16:09:31,analyst_user,UPDATE,inventory,45,2777,192.168.9.250,SID35854
2025-06-14 16:46:02,report_user,DELETE,orders,2,2167,192.168.10.73,SID29158
2025-06-14 17:59:11,analyst_user,SELECT,orders,11,3021,192.168.5.9,SID99620
2025-06-14 18:20:55,app_user,SELECT,product_master,182,1341,192.168.3.151,SID39780
2025-06-14 19:26:25,report_user,DELETE,customer_master,4,3847,192.168.3.67,SID20281
2025-06-14 19:37:52,batch_user,SELECT,customer_master,651,3491,192.168.4.54,SID76003
2025-06-14 20:42:36,report_user,UPDATE,order_details,50,4758,192.168.7.8,SID67719
2025-06-14 22:00:18,report_user,SELECT,accounts,313,2232,192.168.1.98,SID91286
2025-06-14 23:17:21,report_user,SELECT,departments,590,2425,192.168.10.203,SID31438
2025-06-14 23:25:37,admin_user,SELECT,sales_transactions,508,487,192.168.7.110,SID55112
2025-06-15 00:04:25,app_user,SELECT,accounts,550,1941,192.168.7.95,SID91825
2025-06-15 00:48:35,app_user,SELECT,order_details,273,2491,192.168.5.101,SID10417
2025-06-15 01:30:48,report_user,SELECT,sales_transactions,314,3138,192.168.7.98,SID35901
2025-06-15 02:26:38,analyst_user,SELECT,orders,53,2689,192.168.8.107,SID40264
2025-06-15 02:47:38,report_user,SELECT,sales_transactions,12,4090,192.168.10.192,SID63711
2025-06-15 03:00:22,app_user,INSERT,payments,55,638,192.168.4.14,SID19085
2025-06-15 03:05:06,batch_user,UPDATE,customer_master,49,1413,192.168.5.252,SID27319
2025-06-15 05:32:45,report_user,SELECT,order_details,269,1201,192.168.1.230,SID99804
2025-06-15 05:54:27,admin_user,UPDATE,payments,47,4651,192.168.7.235,SID87569
2025-06-15 07:31:54,report_user,SELECT,inventory,755,2262,192.168.2.119,SID64475
2025-06-15 10:09:19,report_user,SELECT,inventory,724,3510,192.168.9.232,SID16482
2025-06-15 11:47:10,app_user,UPDATE,inventory,41,1515,192.168.4.102,SID31413
2025-06-15 12:00:57,analyst_user,SELECT,accounts,810,3145,192.168.10.134,SID94082
2025-06-15 13:30:52,batch_user,SELECT,employees,787,4988,192.168.10.7,SID69849
2025-06-15 15:36:45,admin_user,SELECT,departments,148,659,192.168.2.109,SID11751
2025-06-15 15:56:25,report_user,SELECT,product_master,344,4136,192.168.10.181,SID74239
2025-06-15 16:55:18,admin_user,INSERT,employees,29,1502,192.168.9.236,SID80703
2025-06-15 17:23:02,report_user,SELECT,payments,856,4028,192.168.9.158,SID32251
2025-06-15 18:32:39,analyst_user,SELECT,payments,118,1201,192.168.10.148,SID38128
2025-06-15 19:11:31,app_user,SELECT,order_details,821,1895,192.168.5.40,SID17582
2025-06-15 19:49:11,analyst_user,SELECT,payments,462,1413,192.168.9.224,SID31677
2025-06-15 20:01:07,report_user,INSERT,payments,43,3429,192.168.3.53,SID76877
2025-06-15 20:25:40,report_user,SELECT,departments,39,3315,192.168.9.108,SID26399
2025-06-15 21:01:31,analyst_user,SELECT,inventory,984,3259,192.168.10.106,SID70870
2025-06-15 21:03:01,report_user,UPDATE,product_master,32,1381,192.168.7.222,SID95091
2025-06-15 21:04:09,report_user,INSERT,accounts,50,2781,192.168.2.170,SID68645
2025-06-15 21:12:25,app_user,SELECT,departments,733,4501,192.168.8.251,SID73142
2025-06-15 21:22:04,batch_user,UPDATE,orders,33,12,192.168.10.114,SID11871
2025-06-15 21:29:55,batch_user,SELECT,departments,894,3495,192.168.8.37,SID37756
2025-06-15 21:43:37,report_user,UPDATE,sales_transactions,43,321,192.168.5.7,SID52309
2025-06-15 22:13:03,report_user,SELECT,inventory,415,1137,192.168.5.207,SID11369
2025-06-16 00:31:27,analyst_user,SELECT,accounts,764,4103,192.168.2.144,SID34653
2025-06-16 01:11:11,report_user,SELECT,sales_transactions,868,2314,192.168.5.247,SID98218
2025-06-16 01:50:34,analyst_user,DELETE,employees,9,4518,192.168.3.132,SID40318
2025-06-16 03:20:14,app_user,INSERT,inventory,93,1599,192.168.1.238,SID49478
2025-06-16 04:06:05,report_user,SELECT,payments,539,3323,192.168.4.87,SID26655
2025-06-16 05:04:49,report_user,SELECT,employees,426,4841,192.168.10.8,SID64563
2025-06-16 06:32:46,admin_user,SELECT,accounts,91,3771,192.168.10.44,SID96256
2025-06-16 07:24:07,batch_user,SELECT,orders,671,4369,192.168.8.175,SID35795
2025-06-16 08:08:19,app_user,SELECT,order_details,276,4896,192.168.3.150,SID34881
2025-06-16 08:22:44,admin_user,DELETE,departments,8,1932,192.168.6.202,SID11748
2025-06-16 10:33:42,analyst_user,SELECT,accounts,454,745,192.168.6.177,SID70126
2025-06-16 10:42:51,app_user,SELECT,orders,658,431,192.168.9.7,SID53281
2025-06-16 11:03:32,analyst_user,SELECT,departments,729,255,192.168.3.155,SID82377
2025-06-16 11:16:15,report_user,SELECT,accounts,233,2080,192.168.6.218,SID86521
2025-06-16 13:31:13,batch_user,SELECT,accounts,464,984,192.168.4.155,SID78680
2025-06-16 14:06:48,analyst_user,SELECT,sales_transactions,194,1767,192.168.7.128,SID42143
2025-06-16 14:36:54,report_user,SELECT,payments,721,1343,192.168.7.211,SID27664
2025-06-16 16:13:48,batch_user,INSERT,payments,39,3609,192.168.1.155,SID42051
2025-06-16 16:22:44,batch_user,SELECT,customer_master,211,1476,192.168.4.184,SID40073
2025-06-16 16:29:10,app_user,INSERT,inventory,31,1324,192.168.3.28,SID63797
2025-06-16 17:11:17,report_user,SELECT,product_master,93,4296,192.168.8.177,SID37653
2025-06-16 18:59:28,batch_user,DELETE,product_master,8,1946,192.168.1.206,SID54923
2025-06-16 19:06:13,batch_user,SELECT,orders,790,2016,192.168.8.83,SID43287
2025-06-16 19:43:02,report_user,SELECT,orders,77,985,192.168.10.244,SID71542
2025-06-16 20:50:45,app_user,SELECT,payments,444,3623,192.168.9.125,SID47069
2025-06-16 21:05:50,report_user,INSERT,product_master,28,4098,192.168.6.216,SID94426
2025-06-16 23:18:31,admin_user,SELECT,customer_master,747,2636,192.168.2.143,SID19096
2025-06-16 23:19:24,batch_user,SELECT,product_master,798,718,192.168.5.167,SID98382
2025-06-17 01:33:21,report_user,UPDATE,order_details,15,4080,192.168.3.170,SID41509
2025-06-17 01:35:47,report_user,SELECT,inventory,877,3378,192.168.3.81,SID94329
2025-06-17 04:06:34,batch_user,SELECT,accounts,74,1801,192.168.6.167,SID55421
2025-06-17 04:34:04,app_user,DELETE,payments,9,4702,192.168.4.7,SID62800
2025-06-17 04:46:22,app_user,UPDATE,departments,24,4860,192.168.9.209,SID92157
2025-06-17 05:42:59,analyst_user,SELECT,orders,606,275,192.168.1.114,SID59868
2025-06-17 07:49:22,app_user,INSERT,order_details,19,1328,192.168.5.98,SID66568
2025-06-17 08:31:30,admin_user,SELECT,product_master,0,1134,192.168.2.94,SID58631
2025-06-17 14:13:42,app_user,SELECT,sales_transactions,507,4362,192.168.2.173,SID52810
2025-06-17 15:20:37,batch_user,SELECT,accounts,24,981,192.168.1.178,SID97913
2025-06-17 15:39:30,batch_user,SELECT,departments,148,714,192.168.3.61,SID60421
2025-06-17 15:44:08,batch_user,UPDATE,sales_transactions,18,4397,192.168.10.165,SID48396
2025-06-17 17:59:35,admin_user,INSERT,customer_master,24,797,192.168.6.82,SID65839
2025-06-17 18:42:24,analyst_user,INSERT,product_master,24,4968,192.168.5.114,SID89945
2025-06-17 18:47:45,batch_user,SELECT,customer_master,882,294,192.168.2.19,SID99955
2025-06-17 20:31:02,report_user,SELECT,customer_master,519,2937,192.168.2.8,SID41656
2025-06-17 20:59:26,admin_user,DELETE,sales_transactions,7,3647,192.168.4.8,SID26965
2025-06-17 21:53:39,report_user,UPDATE,product_master,34,1830,192.168.8.234,SID50671
2025-06-17 22:39:08,batch_user,UPDATE,inventory,13,51,192.168.5.173,SID63823
2025-06-18 01:50:06,batch_user,SELECT,employees,757,3606,192.168.4.37,SID48227
2025-06-18 03:20:41,report_user,SELECT,sales_transactions,572,864,192.168.10.214,SID98643
2025-06-18 03:20:55,app_user,SELECT,sales_transactions,720,663,192.168.10.111,SID38648
2025-06-18 03:34:05,batch_user,UPDATE,orders,23,53,192.168.7.138,SID19628
2025-06-18 03:38:14,app_user,SELECT,accounts,946,4338,192.168.10.121,SID35009
2025-06-18 04:35:25,analyst_user,SELECT,order_details,101,1457,192.168.2.122,SID16294
2025-06-18 05:08:25,batch_user,SELECT,orders,9,3643,192.168.7.44,SID67512
2025-06-18 06:44:46,batch_user,SELECT,payments,153,825,192.168.4.34,SID91363
2025-06-18 08:36:35,report_user,SELECT,orders,663,1058,192.168.10.66,SID35483
2025-06-18 09:01:27,batch_user,SELECT,order_details,950,1220,192.168.10.200,SID21144
2025-06-18 09:14:29,admin_user,INSERT,sales_transactions,59,4763,192.168.7.53,SID55292
2025-06-18 10:33:01,admin_user,SELECT,product_master,137,3675,192.168.3.70,SID24204
2025-06-18 11:13:16,app_user,SELECT,orders,772,2072,192.168.9.50,SID10260
2025-06-18 11:46:47,analyst_user,DELETE,payments,9,605,192.168.8.99,SID93125
2025-06-18 12:23:23,analyst_user,SELECT,employees,984,2445,192.168.2.47,SID89325
2025-06-18 12:46:20,batch_user,UPDATE,inventory,32,73,192.168.6.45,SID11059
2025-06-18 12:51:42,admin_user,SELECT,departments,461,4847,192.168.4.109,SID46756
2025-06-18 13:23:08,app_user,INSERT,departments,44,4499,192.168.1.62,SID70541
2025-06-18 13:56:14,admin_user,SELECT,customer_master,897,1059,192.168.5.180,SID75736
2025-06-18 17:28:27,batch_user,DELETE,accounts,5,1455,192.168.8.32,SID11275
2025-06-18 18:40:52,app_user,SELECT,product_master,873,1415,192.168.2.156,SID60548
2025-06-18 18:42:10,batch_user,INSERT,orders,20,554,192.168.4.82,SID74265
2025-06-18 18:56:56,report_user,SELECT,inventory,424,2968,192.168.8.41,SID19523
2025-06-18 19:22:11,app_user,SELECT,employees,666,3056,192.168.2.253,SID19033
2025-06-18 19:57:20,app_user,SELECT,order_details,827,3968,192.168.6.66,SID84181
2025-06-18 20:22:11,admin_user,SELECT,accounts,890,2328,192.168.2.10,SID68402
2025-06-18 20:25:47,admin_user,SELECT,payments,569,677,192.168.8.232,SID35190
2025-06-18 20:40:29,analyst_user,SELECT,product_master,311,2906,192.168.1.175,SID87136
2025-06-18 22:41:12,admin_user,SELECT,employees,920,2589,192.168.5.146,SID32139
2025-06-18 23:39:07,admin_user,SELECT,sales_transactions,607,1910,192.168.5.182,SID83908
2025-06-19 00:57:13,report_user,SELECT,sales_transactions,274,1317,192.168.10.47,SID42280
2025-06-19 01:21:28,app_user,INSERT,accounts,7,2594,192.168.2.109,SID88566
2025-06-19 01:38:43,app_user,SELECT,sales_transactions,641,2070,192.168.7.59,SID77176
2025-06-19 03:19:30,batch_user,SELECT,product_master,250,4258,192.168.6.154,SID93442
2025-06-19 04:02:51,app_user,SELECT,order_details,902,4590,192.168.5.118,SID89749
2025-06-19 04:19:09,admin_user,SELECT,departments,0,929,192.168.6.114,SID89759
2025-06-19 04:36:03,analyst_user,INSERT,inventory,1,2063,192.168.9.87,SID90656
2025-06-19 08:11:27,report_user,SELECT,departments,564,4037,192.168.9.122,SID83746
2025-06-19 10:08:05,admin_user,SELECT,customer_master,787,1309,192.168.10.34,SID49606
2025-06-19 10:37:36,app_user,SELECT,payments,344,3905,192.168.6.104,SID69522
2025-06-19 13:00:26,batch_user,SELECT,accounts,519,3599,192.168.2.167,SID86793
2025-06-19 13:58:23,app_user,INSERT,payments,85,2465,192.168.2.245,SID77859
2025-06-19 14:30:03,batch_user,DELETE,order_details,2,1041,192.168.5.228,SID11316
2025-06-19 14:58:19,admin_user,SELECT,inventory,350,918,192.168.1.254,SID46925
2025-06-19 15:14:20,app_user,SELECT,departments,847,2304,192.168.2.156,SID27257
2025-06-19 16:47:56,report_user,SELECT,accounts,314,2179,192.168.1.66,SID34150
2025-06-19 17:08:44,batch_user,DELETE,product_master,9,2857,192.168.10.202,SID69891
2025-06-19 18:15:25,analyst_user,UPDATE,departments,45,909,192.168.7.161,SID72178
2025-06-19 18:55:57,analyst_user,UPDATE,departments,49,1161,192.168.6.155,SID12707
2025-06-19 19:28:37,analyst_user,INSERT,payments,13,1583,192.168.4.73,SID69097
2025-06-19 19:56:42,batch_user,DELETE,accounts,6,1003,192.168.4.31,SID31759
2025-06-19 21:08:41,analyst_user,SELECT,orders,410,1591,192.168.5.128,SID84711
2025-06-19 22:46:53,admin_user,SELECT,payments,927,1922,192.168.7.224,SID36491
2025-06-20 01:10:40,batch_user,INSERT,customer_master,71,424,192.168.1.211,SID75940
2025-06-20 01:42:05,admin_user,INSERT,customer_master,78,4139,192.168.9.143,SID24427
2025-06-20 05:05:08,analyst_user,SELECT,orders,824,3882,192.168.10.224,SID54851
2025-06-20 05:05:53,analyst_user,SELECT,inventory,265,1595,192.168.10.152,SID93464
2025-06-20 06:43:25,analyst_user,SELECT,product_master,900,4983,192.168.5.105,SID14892
2025-06-20 07:11:25,admin_user,SELECT,employees,850,4414,192.168.4.124,SID26557
2025-06-20 07:48:12,admin_user,UPDATE,order_details,30,4026,192.168.8.56,SID38595
2025-06-20 07:50:20,admin_user,INSERT,payments,9,2558,192.168.5.94,SID97955
2025-06-20 08:31:26,admin_user,UPDATE,inventory,25,1782,192.168.3.248,SID23116
2025-06-20 09:28:19,batch_user,SELECT,departments,272,4236,192.168.7.8,SID14779
2025-06-20 11:22:02,admin_user,DELETE,orders,4,3994,192.168.9.212,SID86018
2025-06-20 15:28:17,batch_user,SELECT,sales_transactions,589,4851,192.168.1.105,SID85242
2025-06-20 17:08:25,report_user,SELECT,order_details,688,2813,192.168.5.69,SID67627
2025-06-20 18:58:34,batch_user,SELECT,sales_transactions,32,366,192.168.8.154,SID28085
2025-06-20 19:54:32,report_user,SELECT,orders,540,3761,192.168.5.208,SID84939
2025-06-20 19:58:15,app_user,SELECT,departments,26,4205,192.168.4.115,SID22051
2025-06-20 20:02:28,batch_user,SELECT,customer_master,234,2678,192.168.2.98,SID44890
2025-06-20 21:55:52,admin_user,SELECT,order_details,639,2943,192.168.10.114,SID98401
2025-06-20 22:40:20,batch_user,SELECT,departments,290,255,192.168.1.61,SID42795
2025-06-20 22:51:48,analyst_user,SELECT,accounts,9,2775,192.168.7.183,SID73608
2025-06-20 23:34:59,app_user,SELECT,orders,519,4423,192.168.1.212,SID66406
2025-06-20 23:47:39,admin_user,INSERT,employees,62,2863,192.168.6.172,SID41736
2025-06-21 03:40:03,batch_user,SELECT,order_details,460,2306,192.168.1.215,SID86557
2025-06-21 03:44:31,report_user,SELECT,departments,445,4215,192.168.1.63,SID62263
2025-06-21 03:49:17,admin_user,UPDATE,customer_master,38,4559,192.168.3.159,SID25888
2025-06-21 03:53:49,report_user,SELECT,inventory,884,4005,192.168.4.197,SID52185
2025-06-21 04:04:15,batch_user,SELECT,customer_master,18,314,192.168.9.29,SID94049
2025-06-21 06:49:06,admin_user,SELECT,sales_transactions,789,1595,192.168.5.225,SID66649
2025-06-21 08:48:54,analyst_user,INSERT,accounts,87,3794,192.168.10.168,SID28576
2025-06-21 09:33:08,batch_user,SELECT,inventory,883,4555,192.168.8.225,SID82613
2025-06-21 10:53:33,report_user,SELECT,product_master,901,4183,192.168.8.158,SID73008
2025-06-21 11:14:20,report_user,SELECT,inventory,822,4920,192.168.5.187,SID22505
2025-06-21 12:15:10,report_user,SELECT,departments,759,4812,192.168.7.251,SID54205
2025-06-21 14:29:31,batch_user,INSERT,inventory,69,4836,192.168.1.50,SID90618
2025-06-21 14:55:21,batch_user,SELECT,product_master,297,1429,192.168.1.33,SID67205
2025-06-21 15:10:42,app_user,UPDATE,accounts,15,1975,192.168.2.20,SID65895
2025-06-21 18:15:03,admin_user,INSERT,departments,50,1600,192.168.4.161,SID75647
2025-06-21 19:15:39,app_user,SELECT,accounts,869,824,192.168.1.140,SID67672
2025-06-21 19:42:15,admin_user,INSERT,departments,21,1553,192.168.4.155,SID22452
2025-06-21 21:41:43,admin_user,INSERT,inventory,53,296,192.168.6.154,SID76546
2025-06-21 23:44:26,batch_user,SELECT,accounts,116,1341,192.168.6.84,SID93915
2025-06-22 03:17:10,app_user,SELECT,orders,162,808,192.168.6.169,SID82546
2025-06-22 03:43:48,report_user,SELECT,inventory,225,698,192.168.2.249,SID10439
2025-06-22 03:54:18,batch_user,SELECT,sales_transactions,515,3665,192.168.1.251,SID72920
2025-06-22 04:06:04,app_user,UPDATE,payments,4,930,192.168.4.191,SID82554
2025-06-22 05:00:28,app_user,SELECT,departments,99,3078,192.168.6.126,SID41188
2025-06-22 05:09:56,analyst_user,SELECT,inventory,298,4272,192.168.4.226,SID32772
2025-06-22 07:22:36,app_user,SELECT,departments,484,4515,192.168.7.43,SID40742
2025-06-22 08:54:40,report_user,SELECT,employees,104,2692,192.168.8.160,SID13857
2025-06-22 09:01:20,batch_user,SELECT,orders,89,1449,192.168.10.121,SID83789
2025-06-22 09:03:45,batch_user,UPDATE,order_details,37,554,192.168.8.120,SID69879
2025-06-22 09:43:31,analyst_user,UPDATE,customer_master,37,3830,192.168.1.172,SID15778
2025-06-22 10:05:34,app_user,SELECT,inventory,126,4578,192.168.2.70,SID69170
2025-06-22 10:57:55,app_user,SELECT,employees,929,4576,192.168.8.166,SID47592
2025-06-22 11:17:55,analyst_user,SELECT,orders,389,2600,192.168.7.2,SID98052
2025-06-22 13:17:39,admin_user,SELECT,inventory,871,4558,192.168.8.211,SID47950
2025-06-22 14:04:49,batch_user,DELETE,order_details,10,4264,192.168.2.3,SID18678
2025-06-22 15:19:48,app_user,SELECT,inventory,117,278,192.168.6.78,SID21866
2025-06-22 15:29:11,admin_user,UPDATE,inventory,45,4012,192.168.8.143,SID25303
2025-06-22 17:03:31,app_user,UPDATE,accounts,26,820,192.168.10.163,SID94078
2025-06-22 18:51:09,admin_user,SELECT,customer_master,885,1514,192.168.6.72,SID24484
2025-06-22 21:57:15,admin_user,INSERT,inventory,68,1649,192.168.2.70,SID85889
2025-06-22 23:51:11,batch_user,INSERT,customer_master,17,3498,192.168.5.92,SID36532
2025-06-23 01:17:56,report_user,INSERT,employees,16,446,192.168.8.191,SID89638
2025-06-23 01:19:26,app_user,INSERT,departments,82,2666,192.168.3.190,SID33226
2025-06-23 01:57:14,batch_user,SELECT,order_details,541,4636,192.168.6.143,SID71793
2025-06-23 02:56:02,admin_user,SELECT,inventory,685,1207,192.168.5.161,SID84967
2025-06-23 03:14:13,report_user,INSERT,order_details,36,4149,192.168.8.200,SID18103
2025-06-23 03:18:19,admin_user,SELECT,accounts,715,1679,192.168.8.110,SID55998
2025-06-23 03:39:55,analyst_user,SELECT,orders,581,469,192.168.3.176,SID49486
2025-06-23 04:55:36,app_user,SELECT,sales_transactions,226,4546,192.168.2.249,SID73564
2025-06-23 05:26:19,app_user,DELETE,employees,9,703,192.168.4.47,SID76923
2025-06-23 05:54:50,app_user,SELECT,customer_master,583,4449,192.168.1.157,SID83874
2025-06-23 06:22:28,admin_user,DELETE,customer_master,4,2417,192.168.1.64,SID45718
2025-06-23 06:54:59,batch_user,SELECT,orders,466,471,192.168.6.94,SID61131
2025-06-23 08:38:49,batch_user,SELECT,sales_transactions,444,1762,192.168.4.138,SID23221
2025-06-23 09:04:01,report_user,SELECT,sales_transactions,388,3681,192.168.1.78,SID46249
2025-06-23 10:42:18,app_user,SELECT,employees,497,1828,192.168.7.56,SID87735
2025-06-23 11:17:14,analyst_user,SELECT,customer_master,51,4026,192.168.5.212,SID58285
2025-06-23 12:51:36,batch_user,SELECT,product_master,245,216,192.168.6.118,SID76361
2025-06-23 12:53:49,app_user,SELECT,order_details,442,1644,192.168.8.29,SID93047
2025-06-23 17:06:33,app_user,INSERT,accounts,39,4171,192.168.10.102,SID92048
2025-06-23 17:24:51,batch_user,SELECT,employees,129,195,192.168.6.75,SID52829
2025-06-23 17:44:22,admin_user,SELECT,departments,172,739,192.168.7.240,SID83146
2025-06-23 19:01:33,batch_user,SELECT,employees,263,3804,192.168.10.101,SID29758
2025-06-23 22:10:20,app_user,SELECT,accounts,709,3281,192.168.9.118,SID98454
2025-06-24 00:06:13,app_user,SELECT,customer_master,174,3883,192.168.8.115,SID41221
2025-06-24 00:34:57,report_user,SELECT,product_master,756,1436,192.168.1.103,SID41478
2025-06-24 03:59:00,report_user,SELECT,accounts,905,121,192.168.9.71,SID62657
2025-06-24 04:06:16,admin_user,DELETE,inventory,7,2495,192.168.5.126,SID47107
2025-06-24 04:59:09,admin_user,INSERT,customer_master,6,4301,192.168.8.221,SID99252
2025-06-24 06:22:28,app_user,SELECT,orders,190,1256,192.168.5.222,SID73767
2025-06-24 06:33:49,batch_user,SELECT,orders,596,2660,192.168.8.103,SID77616
2025-06-24 07:15:17,analyst_user,SELECT,orders,384,1237,192.168.8.82,SID57188
2025-06-24 10:53:55,analyst_user,SELECT,sales_transactions,337,1202,192.168.9.84,SID31349
2025-06-24 11:49:21,app_user,SELECT,sales_transactions,188,3097,192.168.8.24,SID64182
2025-06-24 13:20:44,admin_user,SELECT,departments,535,1858,192.168.9.87,SID39768
2025-06-24 13:25:04,analyst_user,SELECT,accounts,758,1321,192.168.9.82,SID86361
2025-06-24 13:56:50,admin_user,SELECT,product_master,850,1548,192.168.4.32,SID71597
2025-06-24 14:11:23,admin_user,SELECT,customer_master,76,1146,192.168.1.248,SID69778
2025-06-24 15:23:09,admin_user,SELECT,orders,201,2200,192.168.8.233,SID35283
2025-06-24 17:42:26,admin_user,SELECT,sales_transactions,676,3904,192.168.9.204,SID79214
2025-06-24 18:24:25,analyst_user,SELECT,accounts,126,2065,192.168.9.195,SID87294
2025-06-24 21:17:05,admin_user,SELECT,product_master,360,2979,192.168.10.210,SID23887
2025-06-24 22:21:35,batch_user,INSERT,product_master,7,1400,192.168.2.237,SID86370
2025-06-24 22:35:33,batch_user,INSERT,employees,99,4414,192.168.1.194,SID16962
2025-06-25 00:31:22,report_user,SELECT,payments,149,1013,192.168.9.35,SID25219
2025-06-25 00:36:42,app_user,SELECT,inventory,977,4608,192.168.7.161,SID98741
2025-06-25 01:24:55,report_user,SELECT,customer_master,42,4874,192.168.8.176,SID79277
2025-06-25 01:50:02,batch_user,SELECT,customer_master,635,2024,192.168.9.140,SID33230
2025-06-25 03:30:16,admin_user,SELECT,departments,591,1447,192.168.1.154,SID75906
2025-06-25 03:36:36,report_user,SELECT,payments,980,4631,192.168.10.176,SID54625
2025-06-25 03:50:14,app_user,SELECT,inventory,819,253,192.168.6.157,SID93364
2025-06-25 04:39:44,batch_user,SELECT,departments,745,4567,192.168.7.62,SID52360
2025-06-25 05:04:18,report_user,SELECT,payments,141,1208,192.168.4.61,SID85328
2025-06-25 11:10:42,admin_user,INSERT,product_master,1,581,192.168.7.155,SID96444
2025-06-25 12:44:45,analyst_user,DELETE,orders,4,2732,192.168.8.72,SID79120
2025-06-25 12:57:43,admin_user,SELECT,orders,980,2793,192.168.7.235,SID11863
2025-06-25 14:17:02,app_user,SELECT,inventory,746,3231,192.168.3.122,SID83483
2025-06-25 15:06:50,report_user,SELECT,accounts,87,2089,192.168.9.140,SID33386
2025-06-25 15:32:51,batch_user,SELECT,accounts,30,2844,192.168.4.1,SID46752
2025-06-25 17:19:36,batch_user,UPDATE,accounts,45,2110,192.168.7.54,SID44929
2025-06-25 17:50:58,report_user,INSERT,product_master,12,4833,192.168.8.138,SID26696
2025-06-25 19:48:11,batch_user,SELECT,inventory,683,4143,192.168.5.184,SID74217
2025-06-25 22:40:07,batch_user,SELECT,departments,719,3957,192.168.8.43,SID56073
2025-06-25 23:49:22,admin_user,SELECT,inventory,731,4560,192.168.7.252,SID60128
2025-06-26 00:24:43,admin_user,SELECT,sales_transactions,430,2428,192.168.3.18,SID61873
2025-06-26 00:48:51,report_user,SELECT,orders,112,2885,192.168.6.198,SID97084
2025-06-26 01:27:20,report_user,SELECT,order_details,16,1111,192.168.8.67,SID34002
